# DeepLocPro subcellular localisation per protein.  This replaces a three-tool
# summary (SignalP 6 + DeepTMHMM + DeepLocPro); the other two tools' columns
# reached no published table or figure.
protein_id	deeplocpro_localization
gnl|extdb|AC1V0C_10910	Cytoplasmic
gnl|extdb|AC1V0C_10915	Cytoplasmic
gnl|extdb|AC1V0C_10920	Cytoplasmic
gnl|extdb|AC1V0C_10925	Cytoplasmic Membrane
gnl|extdb|AC1V0C_10930	Cytoplasmic
gnl|extdb|AC1V0C_10935	Cytoplasmic
gnl|extdb|AC1V0C_10940	Cytoplasmic
gnl|extdb|AC1V0C_10945	Cytoplasmic
gnl|extdb|AC1V0C_10950	Cytoplasmic
gnl|extdb|AC1V0C_10955	Cytoplasmic
gnl|extdb|AC1V0C_10960	Outer Membrane
gnl|extdb|AC1V0C_10965	Cytoplasmic Membrane
gnl|extdb|AC1V0C_10970	Cytoplasmic
gnl|extdb|AC1V0C_10975	Cytoplasmic
gnl|extdb|AC1V0C_10980	Cytoplasmic
gnl|extdb|AC1V0C_10985	Cytoplasmic Membrane
gnl|extdb|AC1V0C_10990	Cytoplasmic Membrane
gnl|extdb|AC1V0C_10995	Cytoplasmic
gnl|extdb|AC1V0C_11000	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11005	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11010	Cytoplasmic
gnl|extdb|AC1V0C_11015	Cytoplasmic
gnl|extdb|AC1V0C_11020	Cytoplasmic
gnl|extdb|AC1V0C_11025	Cytoplasmic
gnl|extdb|AC1V0C_11030	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11035	Cytoplasmic
gnl|extdb|AC1V0C_11040	Cytoplasmic
gnl|extdb|AC1V0C_11045	Cytoplasmic
gnl|extdb|AC1V0C_11050	Cytoplasmic
gnl|extdb|AC1V0C_11055	Cytoplasmic
gnl|extdb|AC1V0C_11060	Cytoplasmic
gnl|extdb|AC1V0C_11065	Cytoplasmic
gnl|extdb|AC1V0C_11070	Cytoplasmic
gnl|extdb|AC1V0C_11075	Cytoplasmic
gnl|extdb|AC1V0C_11080	Periplasmic
gnl|extdb|AC1V0C_11085	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11090	Cytoplasmic
gnl|extdb|AC1V0C_11095	Cytoplasmic
gnl|extdb|AC1V0C_11100	Periplasmic
gnl|extdb|AC1V0C_11105	Cytoplasmic
gnl|extdb|AC1V0C_11110	Cytoplasmic
gnl|extdb|AC1V0C_11115	Cytoplasmic
gnl|extdb|AC1V0C_11120	Cytoplasmic
gnl|extdb|AC1V0C_11125	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11130	Cytoplasmic
gnl|extdb|AC1V0C_11135	Cytoplasmic
gnl|extdb|AC1V0C_11140	Cytoplasmic
gnl|extdb|AC1V0C_11145	Cytoplasmic
gnl|extdb|AC1V0C_11150	Cytoplasmic
gnl|extdb|AC1V0C_11155	Extracellular
gnl|extdb|AC1V0C_11165	Cytoplasmic
gnl|extdb|AC1V0C_11170	Extracellular
gnl|extdb|AC1V0C_11175	Cytoplasmic
gnl|extdb|AC1V0C_11180	Cytoplasmic
gnl|extdb|AC1V0C_11185	Cytoplasmic
gnl|extdb|AC1V0C_11190	Cytoplasmic
gnl|extdb|AC1V0C_11195	Cytoplasmic
gnl|extdb|AC1V0C_11200	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11205	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11210	Periplasmic
gnl|extdb|AC1V0C_11215	Cytoplasmic
gnl|extdb|AC1V0C_11220	Cytoplasmic
gnl|extdb|AC1V0C_11225	Cytoplasmic
gnl|extdb|AC1V0C_11230	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11235	Cytoplasmic
gnl|extdb|AC1V0C_11240	Cytoplasmic
gnl|extdb|AC1V0C_11245	Cytoplasmic
gnl|extdb|AC1V0C_11255	Cytoplasmic
gnl|extdb|AC1V0C_11260	Cytoplasmic
gnl|extdb|AC1V0C_11265	Cytoplasmic
gnl|extdb|AC1V0C_11270	Cytoplasmic
gnl|extdb|AC1V0C_11275	Cytoplasmic
gnl|extdb|AC1V0C_11280	Cytoplasmic
gnl|extdb|AC1V0C_11285	Cytoplasmic
gnl|extdb|AC1V0C_11290	Cytoplasmic
gnl|extdb|AC1V0C_11295	Cytoplasmic
gnl|extdb|AC1V0C_11300	Cytoplasmic
gnl|extdb|AC1V0C_11305	Periplasmic
gnl|extdb|AC1V0C_11310	Cytoplasmic
gnl|extdb|AC1V0C_11315	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11320	Cytoplasmic
gnl|extdb|AC1V0C_11325	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11330	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11335	Cytoplasmic
gnl|extdb|AC1V0C_11340	Cytoplasmic
gnl|extdb|AC1V0C_11345	Extracellular
gnl|extdb|AC1V0C_11350	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11355	Cytoplasmic
gnl|extdb|AC1V0C_11365	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11370	Cytoplasmic
gnl|extdb|AC1V0C_11375	Cytoplasmic
gnl|extdb|AC1V0C_11380	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11385	Cytoplasmic
gnl|extdb|AC1V0C_11390	Cytoplasmic
gnl|extdb|AC1V0C_11395	Cytoplasmic
gnl|extdb|AC1V0C_11400	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11405	Outer Membrane
gnl|extdb|AC1V0C_11415	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11420	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11425	Cytoplasmic
gnl|extdb|AC1V0C_11430	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11435	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11440	Cytoplasmic
gnl|extdb|AC1V0C_11445	Cytoplasmic
gnl|extdb|AC1V0C_11450	Cytoplasmic
gnl|extdb|AC1V0C_11455	Cytoplasmic
gnl|extdb|AC1V0C_11460	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11465	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11470	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11475	Cytoplasmic
gnl|extdb|AC1V0C_11480	Cytoplasmic
gnl|extdb|AC1V0C_11485	Cytoplasmic
gnl|extdb|AC1V0C_11490	Cytoplasmic
gnl|extdb|AC1V0C_11495	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11500	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11505	Periplasmic
gnl|extdb|AC1V0C_11510	Periplasmic
gnl|extdb|AC1V0C_11515	Cytoplasmic
gnl|extdb|AC1V0C_11520	Cytoplasmic
gnl|extdb|AC1V0C_11525	Cytoplasmic
gnl|extdb|AC1V0C_11530	Cytoplasmic
gnl|extdb|AC1V0C_11535	Cytoplasmic
gnl|extdb|AC1V0C_11540	Periplasmic
gnl|extdb|AC1V0C_11545	Extracellular
gnl|extdb|AC1V0C_11550	Cytoplasmic
gnl|extdb|AC1V0C_11580	Cytoplasmic
gnl|extdb|AC1V0C_11585	Cytoplasmic
gnl|extdb|AC1V0C_11590	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11595	Periplasmic
gnl|extdb|AC1V0C_11600	Cytoplasmic
gnl|extdb|AC1V0C_11605	Cytoplasmic
gnl|extdb|AC1V0C_11610	Cytoplasmic
gnl|extdb|AC1V0C_11615	Cytoplasmic
gnl|extdb|AC1V0C_11620	Cytoplasmic
gnl|extdb|AC1V0C_11625	Cytoplasmic
gnl|extdb|AC1V0C_11630	Cytoplasmic
gnl|extdb|AC1V0C_11635	Cytoplasmic
gnl|extdb|AC1V0C_11640	Cytoplasmic
gnl|extdb|AC1V0C_11645	Cytoplasmic
gnl|extdb|AC1V0C_11650	Cytoplasmic
gnl|extdb|AC1V0C_11655	Cytoplasmic
gnl|extdb|AC1V0C_11660	Cytoplasmic
gnl|extdb|AC1V0C_11665	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11670	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11675	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11680	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11685	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11690	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11695	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11700	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11705	Cytoplasmic
gnl|extdb|AC1V0C_11710	Cytoplasmic
gnl|extdb|AC1V0C_11715	Cytoplasmic
gnl|extdb|AC1V0C_11720	Cytoplasmic
gnl|extdb|AC1V0C_11725	Cytoplasmic
gnl|extdb|AC1V0C_11730	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11735	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11745	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11750	Cytoplasmic
gnl|extdb|AC1V0C_11755	Cytoplasmic
gnl|extdb|AC1V0C_11760	Cytoplasmic
gnl|extdb|AC1V0C_11765	Cytoplasmic
gnl|extdb|AC1V0C_11770	Periplasmic
gnl|extdb|AC1V0C_11775	Outer Membrane
gnl|extdb|AC1V0C_11780	Cytoplasmic
gnl|extdb|AC1V0C_11785	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11790	Cytoplasmic
gnl|extdb|AC1V0C_11795	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11800	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11805	Cytoplasmic
gnl|extdb|AC1V0C_11810	Cytoplasmic
gnl|extdb|AC1V0C_11815	Cytoplasmic
gnl|extdb|AC1V0C_11820	Cytoplasmic
gnl|extdb|AC1V0C_11825	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11830	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11835	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11840	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11845	Cytoplasmic
gnl|extdb|AC1V0C_11850	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11855	Cytoplasmic
gnl|extdb|AC1V0C_11860	Cytoplasmic
gnl|extdb|AC1V0C_11865	Cytoplasmic
gnl|extdb|AC1V0C_11870	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11875	Cytoplasmic
gnl|extdb|AC1V0C_11880	Cytoplasmic
gnl|extdb|AC1V0C_11885	Cytoplasmic
gnl|extdb|AC1V0C_11890	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11895	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11900	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11905	Periplasmic
gnl|extdb|AC1V0C_11910	Cytoplasmic
gnl|extdb|AC1V0C_11915	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11920	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11925	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11930	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11935	Cytoplasmic Membrane
gnl|extdb|AC1V0C_11940	Cytoplasmic
gnl|extdb|AC1V0C_11945	Periplasmic
gnl|extdb|AC1V0C_11950	Cytoplasmic
gnl|extdb|AC1V0C_11955	Cytoplasmic
gnl|extdb|AC1V0C_11960	Cytoplasmic
gnl|extdb|AC1V0C_11965	Cytoplasmic
gnl|extdb|AC1V0C_11970	Cytoplasmic
gnl|extdb|AC1V0C_11975	Cytoplasmic
gnl|extdb|AC1V0C_11980	Cytoplasmic
gnl|extdb|AC1V0C_11985	Cytoplasmic
gnl|extdb|AC1V0C_11990	Cytoplasmic
gnl|extdb|AC1V0C_11995	Cytoplasmic
gnl|extdb|AC1V0C_12000	Cytoplasmic
gnl|extdb|AC1V0C_12005	Cytoplasmic
gnl|extdb|AC1V0C_12010	Cytoplasmic
gnl|extdb|AC1V0C_12015	Extracellular
gnl|extdb|AC1V0C_12020	Cytoplasmic
gnl|extdb|AC1V0C_12025	Extracellular
gnl|extdb|AC1V0C_12030	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12035	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12040	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12045	Periplasmic
gnl|extdb|AC1V0C_12050	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12055	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12060	Cytoplasmic
gnl|extdb|AC1V0C_12065	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12070	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12075	Cytoplasmic
gnl|extdb|AC1V0C_12080	Cytoplasmic
gnl|extdb|AC1V0C_12085	Cytoplasmic
gnl|extdb|AC1V0C_12090	Cytoplasmic
gnl|extdb|AC1V0C_12095	Cytoplasmic
gnl|extdb|AC1V0C_12100	Periplasmic
gnl|extdb|AC1V0C_12105	Outer Membrane
gnl|extdb|AC1V0C_12110	Cytoplasmic
gnl|extdb|AC1V0C_12115	Periplasmic
gnl|extdb|AC1V0C_12120	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12125	Periplasmic
gnl|extdb|AC1V0C_12130	Cytoplasmic
gnl|extdb|AC1V0C_12135	Cytoplasmic
gnl|extdb|AC1V0C_12140	Cytoplasmic
gnl|extdb|AC1V0C_12145	Cytoplasmic
gnl|extdb|AC1V0C_12150	Cytoplasmic
gnl|extdb|AC1V0C_12155	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12160	Cytoplasmic
gnl|extdb|AC1V0C_12165	Periplasmic
gnl|extdb|AC1V0C_12170	Periplasmic
gnl|extdb|AC1V0C_12175	Cytoplasmic
gnl|extdb|AC1V0C_12180	Cytoplasmic
gnl|extdb|AC1V0C_12185	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12190	Cytoplasmic
gnl|extdb|AC1V0C_12195	Cytoplasmic
gnl|extdb|AC1V0C_12200	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12205	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12210	Cytoplasmic
gnl|extdb|AC1V0C_12220	Cytoplasmic
gnl|extdb|AC1V0C_12225	Cytoplasmic
gnl|extdb|AC1V0C_12230	Cytoplasmic
gnl|extdb|AC1V0C_12235	Cytoplasmic
gnl|extdb|AC1V0C_12240	Cytoplasmic
gnl|extdb|AC1V0C_12245	Cytoplasmic
gnl|extdb|AC1V0C_12250	Cytoplasmic
gnl|extdb|AC1V0C_12255	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12260	Cytoplasmic
gnl|extdb|AC1V0C_12265	Cytoplasmic
gnl|extdb|AC1V0C_12270	Cytoplasmic
gnl|extdb|AC1V0C_12275	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12280	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12285	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12290	Cytoplasmic
gnl|extdb|AC1V0C_12295	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12300	Cytoplasmic
gnl|extdb|AC1V0C_12305	Cytoplasmic
gnl|extdb|AC1V0C_12310	Cytoplasmic
gnl|extdb|AC1V0C_12315	Periplasmic
gnl|extdb|AC1V0C_12320	Cytoplasmic
gnl|extdb|AC1V0C_12330	Extracellular
gnl|extdb|AC1V0C_12335	Cytoplasmic
gnl|extdb|AC1V0C_12340	Cytoplasmic
gnl|extdb|AC1V0C_12345	Cytoplasmic
gnl|extdb|AC1V0C_12350	Cytoplasmic
gnl|extdb|AC1V0C_12355	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12360	Cytoplasmic
gnl|extdb|AC1V0C_12370	Periplasmic
gnl|extdb|AC1V0C_12375	Cytoplasmic
gnl|extdb|AC1V0C_12380	Cytoplasmic
gnl|extdb|AC1V0C_12385	Periplasmic
gnl|extdb|AC1V0C_12390	Outer Membrane
gnl|extdb|AC1V0C_12395	Outer Membrane
gnl|extdb|AC1V0C_12400	Cytoplasmic
gnl|extdb|AC1V0C_12405	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12410	Cytoplasmic
gnl|extdb|AC1V0C_12415	Cytoplasmic
gnl|extdb|AC1V0C_12420	Cytoplasmic
gnl|extdb|AC1V0C_12425	Outer Membrane
gnl|extdb|AC1V0C_12430	Outer Membrane
gnl|extdb|AC1V0C_12435	Cytoplasmic
gnl|extdb|AC1V0C_12440	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12445	Cytoplasmic
gnl|extdb|AC1V0C_12450	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12455	Cytoplasmic
gnl|extdb|AC1V0C_12460	Periplasmic
gnl|extdb|AC1V0C_12465	Cytoplasmic
gnl|extdb|AC1V0C_12470	Periplasmic
gnl|extdb|AC1V0C_12475	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12480	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12485	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12490	Cytoplasmic
gnl|extdb|AC1V0C_12495	Cytoplasmic
gnl|extdb|AC1V0C_12500	Outer Membrane
gnl|extdb|AC1V0C_12505	Cytoplasmic
gnl|extdb|AC1V0C_12510	Cytoplasmic
gnl|extdb|AC1V0C_12515	Cytoplasmic
gnl|extdb|AC1V0C_12520	Periplasmic
gnl|extdb|AC1V0C_12525	Cytoplasmic
gnl|extdb|AC1V0C_12530	Cytoplasmic
gnl|extdb|AC1V0C_12535	Cytoplasmic
gnl|extdb|AC1V0C_12540	Cytoplasmic
gnl|extdb|AC1V0C_12545	Cytoplasmic
gnl|extdb|AC1V0C_12550	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12555	Cytoplasmic
gnl|extdb|AC1V0C_12560	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12565	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12570	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12575	Cytoplasmic
gnl|extdb|AC1V0C_12580	Cytoplasmic
gnl|extdb|AC1V0C_12585	Cytoplasmic
gnl|extdb|AC1V0C_12590	Cytoplasmic
gnl|extdb|AC1V0C_12595	Extracellular
gnl|extdb|AC1V0C_12600	Extracellular
gnl|extdb|AC1V0C_12605	Periplasmic
gnl|extdb|AC1V0C_12610	Outer Membrane
gnl|extdb|AC1V0C_12615	Cytoplasmic
gnl|extdb|AC1V0C_12620	Cytoplasmic
gnl|extdb|AC1V0C_12625	Periplasmic
gnl|extdb|AC1V0C_12630	Cytoplasmic
gnl|extdb|AC1V0C_12635	Cytoplasmic
gnl|extdb|AC1V0C_12640	Outer Membrane
gnl|extdb|AC1V0C_12645	Cytoplasmic
gnl|extdb|AC1V0C_12650	Outer Membrane
gnl|extdb|AC1V0C_12655	Cytoplasmic
gnl|extdb|AC1V0C_12660	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12665	Outer Membrane
gnl|extdb|AC1V0C_12670	Cytoplasmic
gnl|extdb|AC1V0C_12675	Cytoplasmic
gnl|extdb|AC1V0C_12680	Cytoplasmic
gnl|extdb|AC1V0C_12685	Cytoplasmic
gnl|extdb|AC1V0C_12690	Cytoplasmic
gnl|extdb|AC1V0C_12695	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12700	Periplasmic
gnl|extdb|AC1V0C_12705	Cytoplasmic
gnl|extdb|AC1V0C_12710	Cytoplasmic
gnl|extdb|AC1V0C_12715	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12720	Cytoplasmic
gnl|extdb|AC1V0C_12725	Periplasmic
gnl|extdb|AC1V0C_12730	Cytoplasmic
gnl|extdb|AC1V0C_12735	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12740	Cytoplasmic
gnl|extdb|AC1V0C_12745	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12750	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12755	Cytoplasmic
gnl|extdb|AC1V0C_12760	Cytoplasmic
gnl|extdb|AC1V0C_12770	Cytoplasmic
gnl|extdb|AC1V0C_12775	Periplasmic
gnl|extdb|AC1V0C_12780	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12785	Cytoplasmic
gnl|extdb|AC1V0C_12790	Cytoplasmic
gnl|extdb|AC1V0C_12795	Periplasmic
gnl|extdb|AC1V0C_12800	Cytoplasmic
gnl|extdb|AC1V0C_12805	Cytoplasmic
gnl|extdb|AC1V0C_12810	Cytoplasmic
gnl|extdb|AC1V0C_12815	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12820	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12825	Cytoplasmic
gnl|extdb|AC1V0C_12830	Cytoplasmic
gnl|extdb|AC1V0C_12835	Cytoplasmic
gnl|extdb|AC1V0C_12840	Cytoplasmic
gnl|extdb|AC1V0C_12845	Cytoplasmic
gnl|extdb|AC1V0C_12850	Cytoplasmic
gnl|extdb|AC1V0C_12855	Cytoplasmic
gnl|extdb|AC1V0C_12860	Cytoplasmic
gnl|extdb|AC1V0C_12865	Periplasmic
gnl|extdb|AC1V0C_12875	Cytoplasmic
gnl|extdb|AC1V0C_12880	Cytoplasmic
gnl|extdb|AC1V0C_12885	Cytoplasmic
gnl|extdb|AC1V0C_12890	Cytoplasmic
gnl|extdb|AC1V0C_12895	Cytoplasmic
gnl|extdb|AC1V0C_12900	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12905	Cytoplasmic
gnl|extdb|AC1V0C_12910	Cytoplasmic
gnl|extdb|AC1V0C_12915	Cytoplasmic
gnl|extdb|AC1V0C_12920	Cytoplasmic
gnl|extdb|AC1V0C_12925	Cytoplasmic
gnl|extdb|AC1V0C_12930	Cytoplasmic
gnl|extdb|AC1V0C_12935	Cytoplasmic
gnl|extdb|AC1V0C_12940	Cytoplasmic Membrane
gnl|extdb|AC1V0C_12945	Cytoplasmic
gnl|extdb|AC1V0C_12950	Extracellular
gnl|extdb|AC1V0C_12955	Cytoplasmic
gnl|extdb|AC1V0C_12960	Cytoplasmic
gnl|extdb|AC1V0C_12965	Cytoplasmic
gnl|extdb|AC1V0C_12970	Cytoplasmic
gnl|extdb|AC1V0C_12975	Cytoplasmic
gnl|extdb|AC1V0C_12980	Cytoplasmic
gnl|extdb|AC1V0C_12985	Cytoplasmic
gnl|extdb|AC1V0C_12990	Cytoplasmic
gnl|extdb|AC1V0C_12995	Periplasmic
gnl|extdb|AC1V0C_13000	Cytoplasmic
gnl|extdb|AC1V0C_13005	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13010	Cytoplasmic
gnl|extdb|AC1V0C_13015	Cytoplasmic
gnl|extdb|AC1V0C_13020	Cytoplasmic
gnl|extdb|AC1V0C_13025	Cytoplasmic
gnl|extdb|AC1V0C_13030	Cytoplasmic
gnl|extdb|AC1V0C_13035	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13040	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13045	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13050	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13055	Outer Membrane
gnl|extdb|AC1V0C_13060	Cytoplasmic
gnl|extdb|AC1V0C_13065	Cytoplasmic
gnl|extdb|AC1V0C_13070	Cytoplasmic
gnl|extdb|AC1V0C_13075	Cytoplasmic
gnl|extdb|AC1V0C_13080	Outer Membrane
gnl|extdb|AC1V0C_13085	Cytoplasmic
gnl|extdb|AC1V0C_13090	Cytoplasmic
gnl|extdb|AC1V0C_13095	Cytoplasmic
gnl|extdb|AC1V0C_13100	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13105	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13110	Cytoplasmic
gnl|extdb|AC1V0C_13115	Cytoplasmic
gnl|extdb|AC1V0C_13120	Cytoplasmic
gnl|extdb|AC1V0C_13125	Cytoplasmic
gnl|extdb|AC1V0C_13130	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13135	Cytoplasmic
gnl|extdb|AC1V0C_13140	Cytoplasmic
gnl|extdb|AC1V0C_13145	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13150	Cytoplasmic
gnl|extdb|AC1V0C_13155	Cytoplasmic
gnl|extdb|AC1V0C_13160	Cytoplasmic
gnl|extdb|AC1V0C_13165	Periplasmic
gnl|extdb|AC1V0C_13170	Cytoplasmic
gnl|extdb|AC1V0C_13175	Cytoplasmic
gnl|extdb|AC1V0C_13180	Cytoplasmic
gnl|extdb|AC1V0C_13185	Cytoplasmic
gnl|extdb|AC1V0C_13190	Periplasmic
gnl|extdb|AC1V0C_13195	Periplasmic
gnl|extdb|AC1V0C_13200	Cytoplasmic
gnl|extdb|AC1V0C_13205	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13210	Extracellular
gnl|extdb|AC1V0C_13215	Cytoplasmic
gnl|extdb|AC1V0C_13220	Cytoplasmic
gnl|extdb|AC1V0C_13225	Cytoplasmic
gnl|extdb|AC1V0C_13230	Cytoplasmic
gnl|extdb|AC1V0C_13235	Cytoplasmic
gnl|extdb|AC1V0C_13240	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13245	Cytoplasmic
gnl|extdb|AC1V0C_13250	Cytoplasmic
gnl|extdb|AC1V0C_13255	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13260	Cytoplasmic
gnl|extdb|AC1V0C_13265	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13270	Periplasmic
gnl|extdb|AC1V0C_13275	Cytoplasmic
gnl|extdb|AC1V0C_13280	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13285	Cytoplasmic
gnl|extdb|AC1V0C_13290	Cytoplasmic
gnl|extdb|AC1V0C_13295	Cytoplasmic
gnl|extdb|AC1V0C_13300	Cytoplasmic
gnl|extdb|AC1V0C_13305	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13310	Cytoplasmic
gnl|extdb|AC1V0C_13315	Cytoplasmic
gnl|extdb|AC1V0C_13320	Cytoplasmic
gnl|extdb|AC1V0C_13325	Cytoplasmic
gnl|extdb|AC1V0C_13330	Cytoplasmic
gnl|extdb|AC1V0C_13335	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13340	Cytoplasmic
gnl|extdb|AC1V0C_13345	Cytoplasmic
gnl|extdb|AC1V0C_13350	Cytoplasmic
gnl|extdb|AC1V0C_13355	Cytoplasmic
gnl|extdb|AC1V0C_13360	Cytoplasmic
gnl|extdb|AC1V0C_13365	Cytoplasmic
gnl|extdb|AC1V0C_13370	Periplasmic
gnl|extdb|AC1V0C_13375	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13380	Cytoplasmic
gnl|extdb|AC1V0C_13385	Cytoplasmic
gnl|extdb|AC1V0C_13390	Cytoplasmic
gnl|extdb|AC1V0C_13395	Cytoplasmic
gnl|extdb|AC1V0C_13400	Cytoplasmic
gnl|extdb|AC1V0C_13405	Cytoplasmic
gnl|extdb|AC1V0C_13410	Cytoplasmic
gnl|extdb|AC1V0C_13415	Cytoplasmic
gnl|extdb|AC1V0C_13420	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13425	Cytoplasmic
gnl|extdb|AC1V0C_13430	Cytoplasmic
gnl|extdb|AC1V0C_13435	Cytoplasmic
gnl|extdb|AC1V0C_13440	Cytoplasmic
gnl|extdb|AC1V0C_13445	Cytoplasmic
gnl|extdb|AC1V0C_13450	Cytoplasmic Membrane
gnl|extdb|AC1V0C_13455	Cytoplasmic
gnl|extdb|AC1V0C_13460	Cytoplasmic
gnl|extdb|AC1V0C_13465	Cytoplasmic
gnl|extdb|AC1V0C_13470	Cytoplasmic
gnl|extdb|AC1V0C_13475	Cytoplasmic
gnl|extdb|AC1V0C_13480	Cytoplasmic
gnl|extdb|AC1V0C_13485	Cytoplasmic
gnl|extdb|AC1V0C_13490	Cytoplasmic Membrane
