## Thu Aug  6 17:01:22 2026
## emapper-2.1.12
## /opt/miniconda3/envs/eggNOG-mapper/bin/emapper.py -i /home/andrey/scripts/MF6_proteomics_V2/data/annotation/annot.faa --itype proteins -m diamond --sensmode sensitive --dmnd_iterate no --block_size 0.4 --index_chunks 4 --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign realign --report_orthologs --excel --cpu 12 --data_dir /home/andrey/eggnog_db --temp_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog/tmp --output annot --output_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog --override
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gnl|extdb|AC1V0C_00130	216591.BCAL3488	1.84e-304	829.0	COG1262@1|root,COG1262@2|Bacteria,1MUNC@1224|Proteobacteria,2VH4V@28216|Betaproteobacteria,1K2FJ@119060|Burkholderiaceae	28216|Betaproteobacteria	S	DinB superfamily	egtB	-	-	-	-	-	-	-	-	-	-	-	DinB_2,FGE-sulfatase
gnl|extdb|AC1V0C_00135	292.DM42_1756	3.45e-240	660.0	COG4301@1|root,COG4301@2|Bacteria,1MUCG@1224|Proteobacteria,2VJHK@28216|Betaproteobacteria,1K52I@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Methyltransferase	egtD	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_33
gnl|extdb|AC1V0C_00140	216591.BCAL3490	4.02e-27	102.0	2EGC4@1|root,33A3X@2|Bacteria,1NN35@1224|Proteobacteria,2VYV0@28216|Betaproteobacteria,1KA4Y@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_00145	269482.Bcep1808_0035	7.74e-13	65.1	2EJ1T@1|root,33CSZ@2|Bacteria,1N9U4@1224|Proteobacteria,2W5E7@28216|Betaproteobacteria,1KA7I@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_00150	216591.BCAL3492	5.43e-29	108.0	2BTSA@1|root,32NZM@2|Bacteria,1PYJS@1224|Proteobacteria,2WDRW@28216|Betaproteobacteria,1KAW0@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_00155	216591.BCAL3493	0.0	1947.0	COG3587@1|root,COG3587@2|Bacteria,1MVQ0@1224|Proteobacteria,2VI7C@28216|Betaproteobacteria,1K28K@119060|Burkholderiaceae	28216|Betaproteobacteria	L	Type III restriction	res	-	3.1.21.5	ko:K01156	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	ResIII
gnl|extdb|AC1V0C_00160	216591.BCAL3494	0.0	1344.0	COG2189@1|root,COG2189@2|Bacteria,1MX9M@1224|Proteobacteria,2VGZB@28216|Betaproteobacteria,1K30E@119060|Burkholderiaceae	28216|Betaproteobacteria	L	PFAM DNA methylase N-4 N-6 domain protein	mod	-	2.1.1.72	ko:K07316	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
gnl|extdb|AC1V0C_00165	216591.BCAL3495	1.87e-268	735.0	COG3203@1|root,COG3203@2|Bacteria,1R8AR@1224|Proteobacteria,2VHQG@28216|Betaproteobacteria,1K4MG@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Gram-negative porin	-	-	-	-	-	-	-	-	-	-	-	-	Porin_4
gnl|extdb|AC1V0C_00170	216591.BCAL3496	4.93e-143	405.0	COG0745@1|root,COG0745@2|Bacteria,1MWVI@1224|Proteobacteria,2VNSQ@28216|Betaproteobacteria,1K45A@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Two component transcriptional regulator, winged helix family	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
gnl|extdb|AC1V0C_00180	216591.BCAL3498	6.02e-173	486.0	COG0600@1|root,COG0600@2|Bacteria,1MVD2@1224|Proteobacteria,2VJEG@28216|Betaproteobacteria,1KGCY@119060|Burkholderiaceae	28216|Betaproteobacteria	P	binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02050	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	BPD_transp_1
gnl|extdb|AC1V0C_00185	216591.BCAL3499	2.06e-189	526.0	COG1116@1|root,COG1116@2|Bacteria,1N7FP@1224|Proteobacteria,2VI0Y@28216|Betaproteobacteria,1K1AT@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM ABC transporter related	-	-	-	ko:K02049	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	ABC_tran
gnl|extdb|AC1V0C_00190	216591.BCAL3500	1.56e-230	635.0	COG0715@1|root,COG0715@2|Bacteria,1R3SJ@1224|Proteobacteria,2VMUC@28216|Betaproteobacteria,1K1MD@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Nitrate ABC transporter substrate-binding protein	-	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1
gnl|extdb|AC1V0C_00195	339670.Bamb_0027	9.82e-165	463.0	COG1684@1|root,COG1684@2|Bacteria,1NIF4@1224|Proteobacteria,2VQ64@28216|Betaproteobacteria,1JZUY@119060|Burkholderiaceae	28216|Betaproteobacteria	N	Role in flagellar biosynthesis	fliR	-	-	ko:K02421	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035,ko02044	3.A.6.2	-	-	Bac_export_1
gnl|extdb|AC1V0C_00200	395019.Bmul_0039	5.62e-50	159.0	COG1987@1|root,COG1987@2|Bacteria,1N73W@1224|Proteobacteria,2VU8S@28216|Betaproteobacteria,1K9JR@119060|Burkholderiaceae	28216|Betaproteobacteria	N	Role in flagellar biosynthesis	fliQ	-	-	ko:K02420	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035,ko02044	3.A.6.2	-	-	Bac_export_3
gnl|extdb|AC1V0C_00205	216591.BCAL3503	1.35e-163	459.0	COG1338@1|root,COG1338@2|Bacteria,1MVBU@1224|Proteobacteria,2VIU6@28216|Betaproteobacteria,1JZQN@119060|Burkholderiaceae	28216|Betaproteobacteria	N	Plays a role in the flagellum-specific transport system	fliP	-	-	ko:K02419	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035,ko02044	3.A.6.2	-	-	FliP
gnl|extdb|AC1V0C_00210	292.DM42_1740	6.78e-100	293.0	COG3190@1|root,COG3190@2|Bacteria,1PQ30@1224|Proteobacteria,2VWHP@28216|Betaproteobacteria,1K7P5@119060|Burkholderiaceae	28216|Betaproteobacteria	N	flagellar	fliO	-	-	ko:K02418	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035,ko02044	3.A.6.2	-	-	FliO
gnl|extdb|AC1V0C_00215	292.DM42_1739	1.15e-91	270.0	COG1886@1|root,COG1886@2|Bacteria,1RGWT@1224|Proteobacteria,2VSZ7@28216|Betaproteobacteria,1K7FP@119060|Burkholderiaceae	28216|Betaproteobacteria	N	Flagellar motor switch protein FliN	fliN	-	-	ko:K02417,ko:K03225	ko02030,ko02040,ko03070,map02030,map02040,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02035,ko02044	3.A.6.1,3.A.6.2,3.A.6.3	-	-	FliMN_C
gnl|extdb|AC1V0C_00220	216591.BCAL3506	4.53e-238	654.0	COG1868@1|root,COG1868@2|Bacteria,1MX01@1224|Proteobacteria,2VI0A@28216|Betaproteobacteria,1K009@119060|Burkholderiaceae	28216|Betaproteobacteria	N	flagellar motor switch protein FliM	fliM	-	-	ko:K02416	ko02030,ko02040,map02030,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FliM,FliMN_C
gnl|extdb|AC1V0C_00225	216591.BCAL3507	1.16e-103	301.0	COG1580@1|root,COG1580@2|Bacteria,1RARK@1224|Proteobacteria,2VVXX@28216|Betaproteobacteria,1KH7Y@119060|Burkholderiaceae	28216|Betaproteobacteria	N	Controls the rotational direction of flagella during chemotaxis	fliL	-	-	ko:K02415	-	-	-	-	ko00000,ko02035	-	-	-	FliL
gnl|extdb|AC1V0C_00230	216591.BCAL3508	4.21e-156	439.0	COG1346@1|root,COG1346@2|Bacteria,1MXJR@1224|Proteobacteria,2VQX1@28216|Betaproteobacteria,1KH97@119060|Burkholderiaceae	28216|Betaproteobacteria	M	PFAM LrgB family protein	yohK	-	-	-	-	-	-	-	-	-	-	-	LrgB
gnl|extdb|AC1V0C_00235	216591.BCAL3509	4.45e-99	288.0	COG1380@1|root,COG1380@2|Bacteria,1N79K@1224|Proteobacteria,2VVUN@28216|Betaproteobacteria,1K7MA@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PFAM LrgA family protein	lrgA	-	-	ko:K06518	-	-	-	-	ko00000,ko02000	1.E.14.2	-	-	LrgA
gnl|extdb|AC1V0C_00240	216591.BCAL3510	2.28e-219	605.0	COG0583@1|root,COG0583@2|Bacteria,1NUAB@1224|Proteobacteria,2VP1P@28216|Betaproteobacteria,1K2DA@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gnl|extdb|AC1V0C_00245	882378.RBRH_02019	1.24e-57	181.0	COG3744@1|root,COG3744@2|Bacteria,1N2T0@1224|Proteobacteria,2VTSR@28216|Betaproteobacteria,1K8MA@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PIN domain	-	-	-	-	-	-	-	-	-	-	-	-	PIN
gnl|extdb|AC1V0C_00250	882378.RBRH_02018	4.31e-37	126.0	COG4118@1|root,COG4118@2|Bacteria,1N7BG@1224|Proteobacteria,2VVQD@28216|Betaproteobacteria,1KA58@119060|Burkholderiaceae	28216|Betaproteobacteria	D	Antitoxin component of a toxin-antitoxin (TA) module	-	-	-	-	-	-	-	-	-	-	-	-	PhdYeFM_antitox
gnl|extdb|AC1V0C_00255	216591.BCAL3511	0.0	974.0	COG0477@1|root,COG2814@2|Bacteria,1MU1I@1224|Proteobacteria,2VJGS@28216|Betaproteobacteria,1K0ZN@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Major facilitator superfamily	emrB	-	-	ko:K03446	-	M00701	-	-	ko00000,ko00002,ko02000	2.A.1.3	-	-	MFS_1
gnl|extdb|AC1V0C_00260	216591.BCAL3512	1.8e-105	305.0	COG1846@1|root,COG1846@2|Bacteria,1N7BV@1224|Proteobacteria,2VT79@28216|Betaproteobacteria,1K776@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM regulatory protein, MarR	-	-	-	-	-	-	-	-	-	-	-	-	MarR
gnl|extdb|AC1V0C_00265	216591.BCAL3513	3.28e-62	190.0	2AG88@1|root,316DG@2|Bacteria,1PXDX@1224|Proteobacteria,2WCUV@28216|Betaproteobacteria,1K8GX@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_00270	216591.BCAL3514	0.0	912.0	COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,2VISZ@28216|Betaproteobacteria,1K0B9@119060|Burkholderiaceae	28216|Betaproteobacteria	M	RND efflux system, outer membrane lipoprotein, NodT family	-	-	-	-	-	-	-	-	-	-	-	-	OEP
gnl|extdb|AC1V0C_00280	216591.BCAL3516	8.79e-109	314.0	COG3149@1|root,COG3149@2|Bacteria,1NAXX@1224|Proteobacteria,2VY4T@28216|Betaproteobacteria,1K14Z@119060|Burkholderiaceae	28216|Betaproteobacteria	U	General secretion pathway	gspM	-	-	ko:K02462	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSM
gnl|extdb|AC1V0C_00285	292.DM42_1726	1.03e-288	793.0	COG3297@1|root,COG3297@2|Bacteria,1N6IJ@1224|Proteobacteria,2VTP1@28216|Betaproteobacteria,1JZS7@119060|Burkholderiaceae	28216|Betaproteobacteria	U	General secretion pathway protein L	gspL	-	-	ko:K02461	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	GspL_C,T2SSL
gnl|extdb|AC1V0C_00290	216591.BCAL3519	2.01e-246	679.0	COG3156@1|root,COG3156@2|Bacteria,1RE52@1224|Proteobacteria,2WFQK@28216|Betaproteobacteria,1KG00@119060|Burkholderiaceae	28216|Betaproteobacteria	U	Type II secretion system protein K	gspK	-	-	ko:K02460	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSK
gnl|extdb|AC1V0C_00295	216591.BCAL3520	9.01e-145	410.0	COG4795@1|root,COG4795@2|Bacteria,1NIRI@1224|Proteobacteria,2VWRV@28216|Betaproteobacteria,1K28W@119060|Burkholderiaceae	28216|Betaproteobacteria	U	general secretion pathway protein	gspJ	-	-	ko:K02459	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl
gnl|extdb|AC1V0C_00300	216591.BCAL3521	1.94e-82	244.0	COG2165@1|root,COG2165@2|Bacteria,1N0C2@1224|Proteobacteria,2VVJ8@28216|Betaproteobacteria,1K7UK@119060|Burkholderiaceae	28216|Betaproteobacteria	NU	General secretion pathway protein I	gspI	-	-	ko:K02458	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl,T2SSI
gnl|extdb|AC1V0C_00305	216591.BCAL3522	5.25e-104	302.0	COG2165@1|root,COG2165@2|Bacteria,1N8AD@1224|Proteobacteria,2VWBA@28216|Betaproteobacteria,1K7EA@119060|Burkholderiaceae	28216|Betaproteobacteria	U	general secretion pathway protein	gspH	-	-	ko:K02457	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	GspH,N_methyl
gnl|extdb|AC1V0C_00310	216591.BCAL3523	8.49e-105	302.0	COG2165@1|root,COG2165@2|Bacteria,1RBWD@1224|Proteobacteria,2VQMF@28216|Betaproteobacteria,1K70E@119060|Burkholderiaceae	28216|Betaproteobacteria	U	general secretion pathway protein G	gspG	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	N_methyl,T2SSG
gnl|extdb|AC1V0C_00315	292.DM42_1720	4.9e-86	254.0	2DP58@1|root,32UKC@2|Bacteria,1NEDX@1224|Proteobacteria,2VYNQ@28216|Betaproteobacteria,1K7A8@119060|Burkholderiaceae	28216|Betaproteobacteria	S	general secretion pathway protein	gspC	-	-	ko:K02452	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSC
gnl|extdb|AC1V0C_00320	292.DM42_1719	3.91e-269	739.0	COG1459@1|root,COG1459@2|Bacteria,1MV4U@1224|Proteobacteria,2VM1X@28216|Betaproteobacteria,1K2H7@119060|Burkholderiaceae	28216|Betaproteobacteria	NU	General secretion pathway protein F	gspF	-	-	ko:K02455	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSF
gnl|extdb|AC1V0C_00325	292.DM42_1718	0.0	949.0	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,2VHQ1@28216|Betaproteobacteria,1K2FT@119060|Burkholderiaceae	28216|Betaproteobacteria	NU	type II secretion system protein E	gspE	-	-	ko:K02454,ko:K02652	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02035,ko02044	3.A.15,3.A.15.2	-	-	T2SSE,T2SSE_N
gnl|extdb|AC1V0C_00330	216591.BCAL3527	0.0	1333.0	COG1450@1|root,COG1450@2|Bacteria,1MUUA@1224|Proteobacteria,2VI7X@28216|Betaproteobacteria,1K1ZV@119060|Burkholderiaceae	28216|Betaproteobacteria	NU	general secretion pathway protein D	gspD	-	-	ko:K02453	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	Secretin,Secretin_N
gnl|extdb|AC1V0C_00335	216591.BCAL3528	1.11e-106	308.0	COG0741@1|root,COG0741@2|Bacteria,1MZU4@1224|Proteobacteria,2VW01@28216|Betaproteobacteria,1KFUV@119060|Burkholderiaceae	28216|Betaproteobacteria	M	PFAM Lytic transglycosylase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	SLT
gnl|extdb|AC1V0C_00340	216591.BCAL3529	0.0	872.0	COG0523@1|root,COG0523@2|Bacteria,1MVZV@1224|Proteobacteria,2VIK7@28216|Betaproteobacteria,1K1FB@119060|Burkholderiaceae	28216|Betaproteobacteria	S	cobalamin synthesis protein, P47K	-	-	-	-	-	-	-	-	-	-	-	-	CobW_C,cobW
gnl|extdb|AC1V0C_00345	216591.BCAL3530	3.6e-56	175.0	COG0776@1|root,COG0776@2|Bacteria,1MZ5B@1224|Proteobacteria,2VV2U@28216|Betaproteobacteria,1K8FC@119060|Burkholderiaceae	28216|Betaproteobacteria	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	hupB	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
gnl|extdb|AC1V0C_00350	216591.BCAL3531	0.0	1152.0	COG0665@1|root,COG4121@1|root,COG0665@2|Bacteria,COG4121@2|Bacteria,1MZW5@1224|Proteobacteria,2VHGY@28216|Betaproteobacteria,1K1MC@119060|Burkholderiaceae	28216|Betaproteobacteria	J	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34	mnmC	-	2.1.1.61	ko:K15461	-	-	R00601,R08702	RC00003,RC00053,RC00060,RC01483	ko00000,ko01000,ko03016	-	-	-	DAO,Methyltransf_30
gnl|extdb|AC1V0C_00355	216591.BCAL0001	2.38e-274	752.0	COG0025@1|root,COG0025@2|Bacteria,1QTW8@1224|Proteobacteria,2WGFY@28216|Betaproteobacteria,1K2P3@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Pfam Sodium hydrogen exchanger	-	-	-	-	-	-	-	-	-	-	-	-	Na_H_Exchanger
gnl|extdb|AC1V0C_00360	216591.BCAL0002	2.03e-272	744.0	COG2170@1|root,COG2170@2|Bacteria,1MX4N@1224|Proteobacteria,2VK27@28216|Betaproteobacteria,1K3W2@119060|Burkholderiaceae	28216|Betaproteobacteria	H	ATP-dependent carboxylate-amine ligase which exhibits weak glutamate--cysteine ligase activity	ybdK	-	-	ko:K06048	-	-	-	-	ko00000,ko01000	-	-	-	GCS2
gnl|extdb|AC1V0C_00365	216591.BCAL0003	3.16e-144	407.0	COG1846@1|root,COG1846@2|Bacteria,1RIPG@1224|Proteobacteria,2VVNK@28216|Betaproteobacteria,1K16C@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Regulatory protein MarR	-	-	-	-	-	-	-	-	-	-	-	-	MarR_2
gnl|extdb|AC1V0C_00370	216591.BCAL0004	1.14e-167	468.0	COG0518@1|root,COG0518@2|Bacteria,1MUDH@1224|Proteobacteria,2VRMJ@28216|Betaproteobacteria,1K4DR@119060|Burkholderiaceae	28216|Betaproteobacteria	F	Glutamine amido-transferase	-	-	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase
gnl|extdb|AC1V0C_00375	292.DM42_1708	5.37e-272	743.0	COG1902@1|root,COG1902@2|Bacteria,1MVE0@1224|Proteobacteria,2VHDY@28216|Betaproteobacteria,1K3NA@119060|Burkholderiaceae	28216|Betaproteobacteria	C	NADH flavin oxidoreductase NADH oxidase	namA	-	1.3.1.34	ko:K00219	-	-	-	-	ko00000,ko01000	-	-	-	Oxidored_FMN
gnl|extdb|AC1V0C_00380	216591.BCAL0006	3.83e-116	333.0	COG2940@1|root,COG2940@2|Bacteria,1MWFB@1224|Proteobacteria,2VR5U@28216|Betaproteobacteria,1K2B1@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Nuclear protein SET	-	-	-	ko:K07117	-	-	-	-	ko00000	-	-	-	SET
gnl|extdb|AC1V0C_00385	216591.BCAL0007	0.0	924.0	COG0642@1|root,COG2205@2|Bacteria,1R7GN@1224|Proteobacteria,2VJDK@28216|Betaproteobacteria,1K1RN@119060|Burkholderiaceae	28216|Betaproteobacteria	T	histidine kinase HAMP region domain protein	-	-	-	-	-	-	-	-	-	-	-	-	2CSK_N,HATPase_c,HisKA
gnl|extdb|AC1V0C_00390	216591.BCAL0008	1.9e-163	457.0	COG0745@1|root,COG0745@2|Bacteria,1MY5Y@1224|Proteobacteria,2WEAD@28216|Betaproteobacteria,1KFUU@119060|Burkholderiaceae	28216|Betaproteobacteria	K	response regulator	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
gnl|extdb|AC1V0C_00395	216591.BCAL0008A	1.64e-47	152.0	COG3313@1|root,COG3313@2|Bacteria,1NATU@1224|Proteobacteria,2VWPF@28216|Betaproteobacteria,1K9CC@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF3717)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3717
gnl|extdb|AC1V0C_00400	216591.BCAL0009	7.99e-69	207.0	COG2154@1|root,COG2154@2|Bacteria,1MZ5Q@1224|Proteobacteria,2VTZ9@28216|Betaproteobacteria,1K8IT@119060|Burkholderiaceae	28216|Betaproteobacteria	H	pterin-4-alpha-carbinolamine dehydratase	phhB	-	4.2.1.96	ko:K01724	ko00790,map00790	-	R04734	RC01208	ko00000,ko00001,ko01000,ko04147	-	-	-	Pterin_4a
gnl|extdb|AC1V0C_00405	292.DM42_1702	5.58e-215	593.0	COG3186@1|root,COG3186@2|Bacteria,1MU29@1224|Proteobacteria,2VMHF@28216|Betaproteobacteria,1K01A@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Phenylalanine-4-hydroxylase	phhA	GO:0003674,GO:0003824,GO:0004497,GO:0004505,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0016714,GO:0055114	1.14.16.1	ko:K00500	ko00360,ko00400,ko00790,ko01100,ko01230,map00360,map00400,map00790,map01100,map01230	-	R01795,R07211	RC00490	ko00000,ko00001,ko01000	-	-	-	Biopterin_H
gnl|extdb|AC1V0C_00410	216591.BCAL0011	1.22e-107	310.0	COG1522@1|root,COG1522@2|Bacteria,1MZ3T@1224|Proteobacteria,2VRB5@28216|Betaproteobacteria,1K2JT@119060|Burkholderiaceae	28216|Betaproteobacteria	K	AsnC family transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg,HTH_AsnC-type
gnl|extdb|AC1V0C_00415	216591.BCAL0012	2.59e-119	341.0	COG1437@1|root,COG1437@2|Bacteria,1RJYE@1224|Proteobacteria,2VU23@28216|Betaproteobacteria,1K3XR@119060|Burkholderiaceae	28216|Betaproteobacteria	F	Adenylate cyclase	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	CYTH
gnl|extdb|AC1V0C_00420	216591.BCAL0013	1.5e-199	554.0	COG0583@1|root,COG0583@2|Bacteria,1MV0E@1224|Proteobacteria,2VM44@28216|Betaproteobacteria,1K2UV@119060|Burkholderiaceae	28216|Betaproteobacteria	K	transcriptional Regulator, LysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gnl|extdb|AC1V0C_00425	292.DM42_1698	0.0	1100.0	COG2303@1|root,COG2303@2|Bacteria,1MV19@1224|Proteobacteria,2VI6F@28216|Betaproteobacteria,1K2NR@119060|Burkholderiaceae	28216|Betaproteobacteria	E	(GMC) oxidoreductase	betA	-	1.1.99.1	ko:K00108	ko00260,ko01100,map00260,map01100	M00555	R01025	RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	GMC_oxred_C,GMC_oxred_N
gnl|extdb|AC1V0C_00430	216591.BCAL0015	7.4e-180	501.0	COG0411@1|root,COG0411@2|Bacteria,1MX51@1224|Proteobacteria,2VJN5@28216|Betaproteobacteria,1K0H1@119060|Burkholderiaceae	28216|Betaproteobacteria	E	abc transporter	-	-	-	ko:K01995	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
gnl|extdb|AC1V0C_00435	216591.BCAL0016	1.67e-172	482.0	COG0410@1|root,COG0410@2|Bacteria,1MUR3@1224|Proteobacteria,2VJA0@28216|Betaproteobacteria,1K2MJ@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Amino acid amide ABC transporter ATP-binding protein 2, HAAT family	-	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran
gnl|extdb|AC1V0C_00440	339670.Bamb_0076	5.04e-278	761.0	COG0683@1|root,COG0683@2|Bacteria,1MUCB@1224|Proteobacteria,2VHXC@28216|Betaproteobacteria,1K1ZF@119060|Burkholderiaceae	28216|Betaproteobacteria	E	abc transporter	-	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
gnl|extdb|AC1V0C_00445	269482.Bcep1808_0096	6.84e-198	550.0	COG0559@1|root,COG0559@2|Bacteria,1MY1E@1224|Proteobacteria,2VIR5@28216|Betaproteobacteria,1K0HC@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K01997	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
gnl|extdb|AC1V0C_00450	216591.BCAL0019	1.29e-213	592.0	COG4177@1|root,COG4177@2|Bacteria,1MWP3@1224|Proteobacteria,2VJA3@28216|Betaproteobacteria,1K0K5@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
gnl|extdb|AC1V0C_00460	216591.BCAL0020	1.28e-273	749.0	COG0683@1|root,COG0683@2|Bacteria,1MXR4@1224|Proteobacteria,2VHP9@28216|Betaproteobacteria,1K0EQ@119060|Burkholderiaceae	28216|Betaproteobacteria	E	amino acid	-	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
