query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
DEGQ_CFFIHE_02734	GCF_000770495.1	Burkholderia pseudomallei TSV 48	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009161.1	4110442	1	495	677467	678954
DEGQ_CFFIHE_02734	GCF_000770515.1	Burkholderia pseudomallei K42	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009162.1	3969389	1	495	1056133	1057620
DEGQ_CFFIHE_02734	GCF_000770535.1	Burkholderia pseudomallei A79A	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009165.1	4008865	1	495	3913224	3914711
DEGQ_CFFIHE_02734	GCF_000770565.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009157.1	4228716	1	495	2241862	2243349
DEGQ_CFFIHE_02734	GCF_000808035.2	Burkholderia thailandensis	2_large	False	4	1	1	87.0	99.0	823	0.0	NZ_CP008914.2	3762666	1	495	1758078	1759565
DEGQ_CFFIHE_02734	GCF_000828875.1	Caballeronia cordobensis	4+_large	False	4	1	1	73.2	99.0	686	0.0	NZ_AP014576.1	3090091	1	505	510919	512436
DEGQ_CFFIHE_02734	GCF_000835205.1	Burkholderia plantarii	2_large	False	5	1	1	86.5	100.0	788	0.0	NZ_CP002580.1	4163767	1	497	3574813	3576306
DEGQ_CFFIHE_02734	GCF_000953095.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_LK936442.1	4044293	1	495	877363	878850
DEGQ_CFFIHE_02734	GCF_000954175.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP010973.1	4006427	1	495	868519	870006
DEGQ_CFFIHE_02734	GCF_000959125.1	Burkholderia pseudomallei 1026b	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP004379.1	4092218	1	495	1582208	1583695
DEGQ_CFFIHE_02734	GCF_000959145.1	Burkholderia pseudomallei 406e	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009298.1	4055060	1	495	2622217	2623704
DEGQ_CFFIHE_02734	GCF_000959165.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009337.1	3458247	1	495	659304	660791
DEGQ_CFFIHE_02734	GCF_000959185.1	Burkholderia pseudomallei MSHR840	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP009474.1	4021787	1	495	482669	484156
DEGQ_CFFIHE_02734	GCF_000959205.1	Burkholderia pseudomallei MSHR491	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009485.1	4088931	1	495	1545315	1546802
DEGQ_CFFIHE_02734	GCF_000959225.1	Burkholderia pseudomallei MSHR2543	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009478.1	4240604	1	495	3551069	3552556
DEGQ_CFFIHE_02734	GCF_000959245.1	Burkholderia ubonensis MSMB22	3_large	False	6	1	1	92.9	100.0	890	0.0	NZ_CP009488.1	3546310	1	494	2451300	2452784
DEGQ_CFFIHE_02734	GCF_000959265.1	Burkholderia pseudomallei 7894	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009535.1	4121652	1	495	2926008	2927495
DEGQ_CFFIHE_02734	GCF_000959285.1	Burkholderia pseudomallei K96243	2_large	False	4	1	1	86.2	99.0	816	0.0	NZ_CP009538.1	4074547	1	495	765129	766616
DEGQ_CFFIHE_02734	GCF_000959305.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009545.1	3915257	1	495	3319606	3321093
DEGQ_CFFIHE_02734	GCF_000959325.1	Burkholderia humptydooensis	3_large	False	5	1	1	86.1	99.0	810	0.0	NZ_CP009549.1	4067533	1	496	3501386	3502876
DEGQ_CFFIHE_02734	GCF_000959345.1	Burkholderia pseudomallei PB08298010	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009551.1	4185347	1	495	401270	402757
DEGQ_CFFIHE_02734	GCF_000959365.1	Burkholderia oklahomensis C6786	2_large	False	4	1	1	86.0	99.0	814	0.0	NZ_CP009555.1	4132035	1	494	902068	903552
DEGQ_CFFIHE_02734	GCF_000959405.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009587.1	3559874	1	495	1373837	1375324
DEGQ_CFFIHE_02734	GCF_000959425.1	Burkholderia thailandensis 2002721643	2_large	False	4	1	1	86.8	99.0	820	0.0	NZ_CP009601.1	3808029	1	495	3648480	3649967
DEGQ_CFFIHE_02734	GCF_000959445.1	Burkholderia vietnamiensis LMG 10929	3_large	True	6	1	1	94.3	100.0	898	0.0	NZ_CP009631.1	3317416	1	494	1394869	1396353
DEGQ_CFFIHE_02734	GCF_000959465.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009642.1	3560434	1	495	3527945	3529432
DEGQ_CFFIHE_02734	GCF_000959485.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009707.1	3550623	1	495	554312	555799
DEGQ_CFFIHE_02734	GCF_000959505.1	Burkholderia dolosa AU0158	3_large	True	5	1	1	92.9	100.0	882	0.0	NZ_CP009795.1	3406596	1	494	514289	515773
DEGQ_CFFIHE_02734	GCF_000959525.1	Burkholderia multivorans ATCC BAA-247	3_large	True	6	1	1	92.9	100.0	872	0.0	NZ_CP009832.1	3428264	1	494	2940928	2942412
DEGQ_CFFIHE_02734	GCF_000959545.1	Burkholderia ambifaria AMMD	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP009798.1	3556555	1	494	2307236	2308720
DEGQ_CFFIHE_02734	GCF_000959605.1	Burkholderia thailandensis 34	3_large	False	5	1	1	86.5	99.0	816	0.0	NZ_CP010017.1	3896053	1	497	1214548	1216041
DEGQ_CFFIHE_02734	GCF_000959625.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP010065.1	3542936	1	495	750464	751951
DEGQ_CFFIHE_02734	GCF_000959725.1	Burkholderia gladioli	2_large	False	4	1	1	84.6	100.0	780	0.0	NZ_CP009323.1	4668573	1	501	872778	874283
DEGQ_CFFIHE_02734	GCF_000960995.1	Burkholderia glumae LMG 2196 = ATCC 33617	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP009435.1	3659771	1	496	444240	445730
DEGQ_CFFIHE_02734	GCF_000961515.1	Paraburkholderia fungorum	4+_large	False	5	1	1	79.3	99.0	739	0.0	NZ_CP010026.1	4463161	1	502	2414210	2415718
DEGQ_CFFIHE_02734	GCF_000974835.2	Burkholderia cepacia	1_large	False	5	1	1	92.9	100.0	882	0.0	NZ_CP011301.1	6419376	1	494	1739505	1740989
DEGQ_CFFIHE_02734	GCF_001028665.1	Burkholderia pyrrocinia	3_large	True	5	1	1	97.4	100.0	953	0.0	NZ_CP011503.1	3584103	1	494	671488	672972
DEGQ_CFFIHE_02734	GCF_001029145.1	Burkholderia contaminans	3_large	True	5	1	1	97.6	100.0	956	0.0	NZ_CP009744.1	3358952	2	494	2344043	2345527
DEGQ_CFFIHE_02734	GCF_001277875.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP012515.1	4038504	1	495	880336	881823
DEGQ_CFFIHE_02734	GCF_001277895.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP012517.1	4038845	1	495	880620	882107
DEGQ_CFFIHE_02734	GCF_001277975.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP012576.1	4028032	1	495	3561350	3562837
DEGQ_CFFIHE_02734	GCF_001293045.1	Burkholderia sp. HB1	2_large	False	3	1	1	78.6	99.0	732	0.0	NZ_CP012192.1	4081670	1	502	3395349	3396857
DEGQ_CFFIHE_02734	GCF_001318245.1	Burkholderia pseudomallei	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP012041.1	4112209	1	495	3701852	3703339
DEGQ_CFFIHE_02734	GCF_001411495.1	Burkholderia cepacia ATCC 25416	3_large	True	4	1	1	97.6	100.0	955	0.0	NZ_CP012981.1	3791734	1	494	208751	210235
DEGQ_CFFIHE_02734	GCF_001411805.1	Burkholderia plantarii	2_large	False	5	1	1	86.5	100.0	788	0.0	NZ_CP007212.1	4140040	1	497	3547116	3548609
DEGQ_CFFIHE_02734	GCF_001449005.1	Paraburkholderia caribensis	4+_large	False	5	1	1	76.8	99.0	696	0.0	NZ_CP013102.1	3688127	1	502	3565427	3566935
DEGQ_CFFIHE_02734	GCF_001484665.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP011917.1	3822749	1	494	2106194	2107678
DEGQ_CFFIHE_02734	GCF_001513745.1	Burkholderia humptydooensis	3_large	False	5	1	1	86.1	99.0	810	0.0	NZ_CP013380.1	4069152	1	496	3375430	3376920
DEGQ_CFFIHE_02734	GCF_001522105.2	Burkholderia oklahomensis EO147	2_large	False	4	1	1	85.8	99.0	811	0.0	NZ_CP013357.1	4192894	1	494	3427437	3428921
DEGQ_CFFIHE_02734	GCF_001522135.2	Burkholderia oklahomensis C6786	2_large	False	4	1	1	86.0	99.0	814	0.0	NZ_CP013358.1	4131753	1	494	3371777	3373261
DEGQ_CFFIHE_02734	GCF_001522585.2	Burkholderia sp. NRF60-BP8	3_large	True	5	1	1	98.4	100.0	961	0.0	NZ_CP013373.1	3427375	1	494	2825911	2827395
DEGQ_CFFIHE_02734	GCF_001522635.2	Burkholderia mayonis	2_large	False	4	1	1	86.4	99.0	813	0.0	NZ_CP013389.1	4439942	1	495	3701739	3703226
DEGQ_CFFIHE_02734	GCF_001523745.2	Burkholderia mayonis	2_large	False	4	1	1	85.8	99.0	780	0.0	NZ_CP013386.1	3838800	1	495	890516	892003
DEGQ_CFFIHE_02734	GCF_001523915.2	Burkholderia sp. LA-2-3-30-S1-D2	3_large	True	5	1	1	94.7	100.0	891	0.0	NZ_CP013384.1	3445340	1	494	717140	718624
DEGQ_CFFIHE_02734	GCF_001524445.2	Burkholderia savannae	3_large	False	4	1	1	85.2	99.0	786	0.0	NZ_CP013417.1	4228278	1	495	3155934	3157421
DEGQ_CFFIHE_02734	GCF_001524625.2	Burkholderia savannae	2_large	False	4	1	1	85.0	99.0	786	0.0	NZ_CP013424.1	4077888	1	495	3258187	3259674
DEGQ_CFFIHE_02734	GCF_001524645.2	Burkholderia sp. MSMB0856	3_large	True	4	1	1	94.5	100.0	903	0.0	NZ_CP013427.1	3467548	1	494	2886709	2888193
DEGQ_CFFIHE_02734	GCF_001532025.2	Burkholderia sp. MSMB617WGS	2_large	False	4	1	1	85.0	99.0	786	0.0	NZ_CP013457.1	4081657	1	495	3289862	3291349
DEGQ_CFFIHE_02734	GCF_001557535.2	Burkholderia sp. PAMC 26561	4+_large	False	4	1	1	75.0	99.0	707	0.0	NZ_CP014306.1	3397021	1	514	1960824	1962368
DEGQ_CFFIHE_02734	GCF_001577465.1	Burkholderia sp. PAMC 28687	3_large	False	4	1	1	75.0	99.0	707	0.0	NZ_CP014505.1	3260450	1	514	564777	566321
DEGQ_CFFIHE_02734	GCF_001606115.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP015033.1	3526250	1	494	1526597	1528081
DEGQ_CFFIHE_02734	GCF_001606135.1	Burkholderia cenocepacia	2_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP015036.1	7459003	1	494	6563994	6565478
DEGQ_CFFIHE_02734	GCF_001611015.1	Paraburkholderia caribensis	3_large	False	5	1	1	76.8	99.0	696	0.0	NZ_CP013347.1	3694000	1	502	575823	577331
DEGQ_CFFIHE_02734	GCF_001634365.1	Paraburkholderia phytofirmans OLGA172	2_large	False	5	1	1	79.0	99.0	732	0.0	NZ_CP014578.1	4646070	1	499	3871755	3873254
DEGQ_CFFIHE_02734	GCF_001695715.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP016638.1	4061776	1	495	2754490	2755977
DEGQ_CFFIHE_02734	GCF_001695735.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP016636.1	4059297	1	495	2752424	2753911
DEGQ_CFFIHE_02734	GCF_001718295.1	Burkholderia thailandensis	2_large	False	4	1	1	87.0	99.0	823	0.0	NZ_CP013360.1	3762719	1	495	3071354	3072841
DEGQ_CFFIHE_02734	GCF_001718315.1	Burkholderia diffusa	3_large	True	5	1	1	96.2	100.0	943	0.0	NZ_CP013362.1	3333368	1	494	2742824	2744308
DEGQ_CFFIHE_02734	GCF_001718335.1	Burkholderia territorii	3_large	True	5	1	1	96.4	100.0	945	0.0	NZ_CP013366.1	3421021	1	494	2818352	2819836
DEGQ_CFFIHE_02734	GCF_001718355.1	Burkholderia ubonensis	3_large	True	6	1	1	92.7	100.0	889	0.0	NZ_CP013370.1	3724327	1	494	3031476	3032960
DEGQ_CFFIHE_02734	GCF_001718395.1	Burkholderia cepacia	2_large	False	5	1	1	97.6	100.0	955	0.0	NZ_CP013375.1	3728457	1	494	3118523	3120007
DEGQ_CFFIHE_02734	GCF_001718415.1	Burkholderia pseudomultivorans	2_large	False	5	1	1	94.3	100.0	903	0.0	NZ_CP013378.1	4849929	1	494	4243504	4244988
DEGQ_CFFIHE_02734	GCF_001718495.1	Burkholderia vietnamiensis	3_large	True	5	1	1	94.3	100.0	898	0.0	NZ_CP013393.1	3257130	1	494	2629074	2630558
DEGQ_CFFIHE_02734	GCF_001718515.1	Burkholderia cenocepacia	2_large	False	4	1	1	99.2	100.0	969	0.0	NZ_CP013397.1	3461321	1	493	2850894	2852375
DEGQ_CFFIHE_02734	GCF_001718535.1	Burkholderia seminalis	3_large	True	4	1	1	98.4	100.0	967	0.0	NZ_CP013398.1	3505262	1	493	2897514	2898995
DEGQ_CFFIHE_02734	GCF_001718555.1	Burkholderia metallica	3_large	True	4	1	1	97.0	100.0	949	0.0	NZ_CP013401.1	3556612	1	494	2973339	2974823
DEGQ_CFFIHE_02734	GCF_001718575.1	Burkholderia lata	3_large	True	5	1	1	97.6	100.0	956	0.0	NZ_CP013404.1	3756401	1	494	3093513	3094997
DEGQ_CFFIHE_02734	GCF_001718595.1	Burkholderia thailandensis	2_large	False	4	1	1	86.8	99.0	820	0.0	NZ_CP013407.1	3917337	1	495	926108	927595
DEGQ_CFFIHE_02734	GCF_001718615.1	Burkholderia thailandensis	2_large	False	4	1	1	87.0	99.0	823	0.0	NZ_CP013409.1	3827782	1	495	3102523	3104010
DEGQ_CFFIHE_02734	GCF_001718635.1	Burkholderia thailandensis	2_large	False	4	1	1	86.5	99.0	816	0.0	NZ_CP013411.1	3897156	1	497	1059716	1061209
DEGQ_CFFIHE_02734	GCF_001718655.1	Burkholderia ubonensis	2_large	False	6	1	1	92.5	100.0	886	0.0	NZ_CP013414.1	3935154	1	494	3293229	3294713
DEGQ_CFFIHE_02734	GCF_001718695.1	Burkholderia ubonensis	3_large	True	5	1	1	92.1	100.0	883	0.0	NZ_CP013420.1	3268347	1	494	3082550	3084034
DEGQ_CFFIHE_02734	GCF_001718755.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP013430.1	3525707	1	494	2904269	2905753
DEGQ_CFFIHE_02734	GCF_001718775.1	Burkholderia vietnamiensis	2_large	True	5	1	1	94.3	100.0	898	0.0	NZ_CP013433.1	5577538	1	494	5018156	5019640
DEGQ_CFFIHE_02734	GCF_001718795.1	Burkholderia latens	3_large	True	4	1	1	94.5	100.0	903	0.0	NZ_CP013435.1	3331737	1	494	2735712	2737196
DEGQ_CFFIHE_02734	GCF_001718815.1	Burkholderia vietnamiensis	3_large	True	5	1	1	94.3	100.0	898	0.0	NZ_CP013439.1	3308896	1	494	2723529	2725013
DEGQ_CFFIHE_02734	GCF_001718835.1	Burkholderia cepacia	3_large	True	7	1	1	97.0	100.0	949	0.0	NZ_CP013443.1	3750729	1	494	3099750	3101234
DEGQ_CFFIHE_02734	GCF_001718855.1	Burkholderia ubonensis	3_large	True	7	1	1	92.7	100.0	888	0.0	NZ_CP013446.1	3756926	1	494	3105186	3106670
DEGQ_CFFIHE_02734	GCF_001718875.1	Burkholderia singularis	2_large	False	3	1	1	84.2	99.0	805	0.0	NZ_CP013448.1	3663220	1	494	3323267	3324751
DEGQ_CFFIHE_02734	GCF_001718895.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CP013450.1	3588848	1	494	2978560	2980044
DEGQ_CFFIHE_02734	GCF_001718915.1	Burkholderia vietnamiensis	3_large	True	5	1	1	94.1	100.0	895	0.0	NZ_CP013453.1	3322910	1	494	2729546	2731030
DEGQ_CFFIHE_02734	GCF_001718955.1	Burkholderia stagnalis	3_large	True	6	1	1	91.3	100.0	874	0.0	NZ_CP013459.1	3703595	1	495	3110028	3111515
DEGQ_CFFIHE_02734	GCF_001718975.1	Burkholderia ubonensis	3_large	True	6	1	1	92.7	100.0	890	0.0	NZ_CP013463.1	3531036	1	494	2899686	2901170
DEGQ_CFFIHE_02734	GCF_001718995.1	Burkholderia multivorans	3_large	True	6	1	1	92.7	100.0	871	0.0	NZ_CP013467.1	3451669	1	494	2857888	2859372
DEGQ_CFFIHE_02734	GCF_001729545.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP017175.1	3553991	1	495	3373690	3375177
DEGQ_CFFIHE_02734	GCF_001742165.1	Burkholderia stabilis	3_large	True	6	1	1	97.0	100.0	954	0.0	NZ_CP016442.1	3886092	1	494	3380624	3382108
DEGQ_CFFIHE_02734	GCF_001865575.2	Paraburkholderia sprentiae WSM5005	4+_large	False	7	1	1	79.2	99.0	719	0.0	NZ_CP017561.2	3645992	1	504	2933252	2934766
DEGQ_CFFIHE_02734	GCF_001885195.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018054.1	4090973	1	495	3277279	3278766
DEGQ_CFFIHE_02734	GCF_001887555.1	Burkholderia pseudomallei	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP016909.1	4054259	1	495	3300665	3302152
DEGQ_CFFIHE_02734	GCF_001887575.1	Burkholderia pseudomallei	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP016911.1	4054192	1	495	3300594	3302081
DEGQ_CFFIHE_02734	GCF_001922345.1	Paraburkholderia sp. SOS3	2_large	False	4	1	1	76.1	99.0	705	0.0	NZ_CP018811.1	4483385	1	504	779646	781160
DEGQ_CFFIHE_02734	GCF_001975065.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP017044.1	3976360	1	495	750313	751800
DEGQ_CFFIHE_02734	GCF_001975085.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP017046.1	4050877	1	495	763558	765045
DEGQ_CFFIHE_02734	GCF_001975105.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP017048.1	4067698	1	495	763525	765012
DEGQ_CFFIHE_02734	GCF_001975125.1	Burkholderia pseudomallei	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP017050.1	4056633	1	495	768559	770046
DEGQ_CFFIHE_02734	GCF_001975145.1	Burkholderia pseudomallei	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP017052.1	4056707	1	495	768554	770041
DEGQ_CFFIHE_02734	GCF_001980585.2	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP116601.1	3880126	1	495	2616040	2617527
DEGQ_CFFIHE_02734	GCF_001999785.1	Burkholderia cenocepacia	1_large	False	4	1	1	99.2	100.0	969	0.0	NZ_CP019668.1	7499459	1	493	5558490	5559971
DEGQ_CFFIHE_02734	GCF_001999825.1	Burkholderia cenocepacia	2_large	True	4	1	1	99.2	100.0	969	0.0	NZ_CP019670.1	6339862	1	493	1801168	1802649
DEGQ_CFFIHE_02734	GCF_001999885.1	Burkholderia cenocepacia	3_large	True	5	1	1	98.2	100.0	961	0.0	NZ_CP019674.1	3668000	1	494	2941699	2943183
DEGQ_CFFIHE_02734	GCF_002007585.1	Burkholderia cenocepacia	3_large	True	4	1	1	99.2	100.0	969	0.0	NZ_CP017238.1	3511146	1	493	3013443	3014924
DEGQ_CFFIHE_02734	GCF_002097715.1	Burkholderia ubonensis subsp. mesacidophila	3_large	False	7	1	1	92.7	100.0	888	0.0	NZ_CP020737.1	3737663	1	494	3062446	3063930
DEGQ_CFFIHE_02734	GCF_002110945.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018380.1	4195298	1	495	3606355	3607842
DEGQ_CFFIHE_02734	GCF_002110965.1	Burkholderia pseudomallei	2_large	False	5	1	1	86.2	99.0	817	0.0	NZ_CP018391.1	4224888	1	495	2000544	2002031
DEGQ_CFFIHE_02734	GCF_002111005.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018405.1	4062516	1	495	3524037	3525524
DEGQ_CFFIHE_02734	GCF_002111025.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018406.1	4077823	1	495	2584940	2586427
DEGQ_CFFIHE_02734	GCF_002111045.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018410.1	4056450	1	495	2946824	2948311
DEGQ_CFFIHE_02734	GCF_002111085.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018373.1	4121819	1	495	702137	703624
DEGQ_CFFIHE_02734	GCF_002111105.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018418.1	4149750	1	495	1379456	1380943
DEGQ_CFFIHE_02734	GCF_002111125.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018384.1	4032598	1	495	962344	963831
DEGQ_CFFIHE_02734	GCF_002111145.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018387.1	4047168	1	495	1450584	1452071
DEGQ_CFFIHE_02734	GCF_002111165.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018389.1	4099199	1	495	3184921	3186408
DEGQ_CFFIHE_02734	GCF_002111205.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018399.1	4191510	1	495	1878922	1880409
DEGQ_CFFIHE_02734	GCF_002111225.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	816	0.0	NZ_CP018400.1	4012048	1	495	3020782	3022269
DEGQ_CFFIHE_02734	GCF_002111245.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018403.1	4062501	1	495	68202	69689
DEGQ_CFFIHE_02734	GCF_002111265.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018408.1	4077668	1	495	2216581	2218068
DEGQ_CFFIHE_02734	GCF_002111285.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018414.1	4191431	1	495	3071821	3073308
DEGQ_CFFIHE_02734	GCF_002111305.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018416.1	4121864	1	495	1899528	1901015
DEGQ_CFFIHE_02734	GCF_002111325.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018369.1	4027562	1	495	3464073	3465560
DEGQ_CFFIHE_02734	GCF_002111345.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018372.1	4046807	1	495	945311	946798
DEGQ_CFFIHE_02734	GCF_002111365.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018383.1	4135235	1	495	2103261	2104748
DEGQ_CFFIHE_02734	GCF_002111385.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP018413.1	4177999	1	495	808660	810147
DEGQ_CFFIHE_02734	GCF_002208175.1	Burkholderia gladioli pv. gladioli	2_large	False	4	1	1	84.6	100.0	780	0.0	NZ_CP022005.1	4668350	1	501	4031629	4033134
DEGQ_CFFIHE_02734	GCF_002209085.2	Burkholderia cepacia	3_large	True	4	1	1	97.6	100.0	955	0.0	NZ_CP022083.2	3779906	1	494	1950767	1952251
DEGQ_CFFIHE_02734	GCF_002278075.1	Paraburkholderia aromaticivorans	4+_large	False	4	1	1	78.4	99.0	734	0.0	NZ_CP022989.1	4378888	1	503	1877197	1878708
DEGQ_CFFIHE_02734	GCF_002345985.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009725.1	3471563	1	495	3260177	3261664
DEGQ_CFFIHE_02734	GCF_002346005.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP010348.1	3623703	1	495	3412333	3413820
DEGQ_CFFIHE_02734	GCF_002346025.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009727.1	3471484	1	495	3260110	3261597
DEGQ_CFFIHE_02734	GCF_002346045.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009929.1	3510109	1	495	326114	327601
DEGQ_CFFIHE_02734	GCF_002346065.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009729.1	3558404	1	495	3343699	3345186
DEGQ_CFFIHE_02734	GCF_002346085.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009731.1	3625848	1	495	3396913	3398400
DEGQ_CFFIHE_02734	GCF_002346105.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009733.1	3512356	1	495	3283426	3284913
DEGQ_CFFIHE_02734	GCF_002346125.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009735.1	3507358	1	495	3260893	3262380
DEGQ_CFFIHE_02734	GCF_002346145.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009737.1	3578566	1	495	3332093	3333580
DEGQ_CFFIHE_02734	GCF_002346165.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009739.1	3573819	1	495	3362445	3363932
DEGQ_CFFIHE_02734	GCF_002346185.1	Burkholderia mallei	2_large	False	6	1	1	86.2	99.0	817	0.0	NZ_CP009741.1	3045954	1	495	2834636	2836123
DEGQ_CFFIHE_02734	GCF_002346205.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP009931.1	3510032	1	495	326114	327601
DEGQ_CFFIHE_02734	GCF_002356275.1	Burkholderia stabilis	3_large	True	5	1	1	97.8	100.0	958	0.0	NZ_AP018111.1	3625611	1	494	1581033	1582517
DEGQ_CFFIHE_02734	GCF_002386205.1	Burkholderia thailandensis	2_large	False	5	1	1	86.3	99.0	811	0.0	NZ_CP023499.1	3967822	1	496	639775	641265
DEGQ_CFFIHE_02734	GCF_002393425.1	Burkholderia gladioli pv. gladioli	2_large	False	4	1	1	84.8	100.0	780	0.0	NZ_CP023522.1	4209407	1	499	3623380	3624879
DEGQ_CFFIHE_02734	GCF_002407525.2	Burkholderia cepacia	3_large	True	4	1	1	97.6	100.0	955	0.0	NZ_CP023518.1	3779890	1	494	1060550	1062034
