query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_qstart	best_qend	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
MF6_002734	GCF_054955335.1	Burkholderia contaminans	1_large	False	1	1	1	86.280	100	1	379	609	0.0	NZ_CM143258.1	6953363	1	376	5199102	5200232
MF6_002734	GCF_055386035.1	Burkholderia gladioli	3_large	False	1	1	1	75.131	100	1	379	476	6.01e-167	NZ_AP028973.1	4393699	1	379	3703441	3704580
MF6_002734	GCF_055387925.1	Burkholderia mallei	2_large	False	1	1	1	78.158	100	1	379	548	0.0	NZ_AP040281.1	3545820	1	379	3175201	3176340
MF6_002734	GCF_055391905.1	Paraburkholderia monticola	3_large	False	2	0	3	52.826	97	12	379	319	1.54e-104	NZ_AP043692.1	3798262	1	406	3064169	3065389
MF6_002734	GCF_055397325.1	Paraburkholderia largidicola	4+_large	False	1	0	3	49.626	96	15	379	302	3.60e-98	NZ_AP028200.1	3654066	1	398	506251	507447
MF6_002734	GCF_055397665.1	Burkholderia mallei	2_large	False	1	1	1	77.895	100	1	379	547	0.0	NZ_AP029029.1	3557849	1	379	3351544	3352683
MF6_002734	GCF_055397955.1	Burkholderia gladioli	2_large	False	1	1	1	75.131	100	1	379	476	1.11e-166	NZ_AP029056.1	4287547	1	379	3651233	3652372
MF6_002734	GCF_055810255.1	Burkholderia thailandensis	2_large	False	1	1	1	76.842	100	1	379	537	0.0	NZ_CM147944.1	3725482	1	379	3060934	3062073
MF6_002734	GCF_056270685.1	Paraburkholderia sp. PAMB 6768	1_large	False	1	0	3	49.524	96	15	379	318	6.20e-104	NZ_CM149885.1	3967861	1	422	2378737	2380005
MF6_002734	GCF_056591095.1	Paraburkholderia terricola	2_large	False	1	0	3	58.247	97	12	379	382	9.52e-130	NZ_CM152658.1	4047245	1	386	3650815	3651975
MF6_002734	GCF_056640905.1	Burkholderia pyrrocinia	4+_large	True	1	1	1	84.960	100	1	379	569	0.0	NZ_CM153254.1	3550458	1	378	2922428	2923564
MF6_002734	GCF_056783395.1	Burkholderia pyrrocinia	3_large	True	1	1	1	92.348	100	1	379	629	0.0	NZ_CM165588.1	3680772	1	378	3058871	3060007
MF6_002734	GCF_056847505.1	Mycetohabitans endofungorum	2_large	False	1	0	3	51.407	100	1	379	332	1.93e-110	NZ_CP184774.1	2749645	1	363	2353142	2354233
MF6_002734	GCF_056867595.1	Mycetohabitans rhizoxinica	2_large	False	1	0	3	50.639	100	1	379	327	2.36e-108	NZ_CP184279.1	2755165	1	363	2325395	2326486
MF6_002734	GCF_056868365.1	Mycetohabitans rhizoxinica	2_large	False	1	0	3	50.639	100	1	379	327	2.34e-108	NZ_CP184771.1	2710334	1	363	2287344	2288435
MF6_002734	GCF_056868375.1	Mycetohabitans rhizoxinica	2_large	False	1	0	3	50.384	100	1	379	324	3.11e-107	NZ_CP184791.1	2530141	1	363	2133787	2134878
MF6_002734	GCF_056880615.1	Mycetohabitans rhizoxinica	2_large	False	1	0	3	50.639	100	1	379	327	2.36e-108	NZ_CP178341.1	2619673	1	363	2220425	2221516
MF6_002734	GCF_057005415.2	Burkholderia sp. KL41	3_large	True	1	1	1	93.963	100	1	379	643	0.0	NZ_CM174446.1	3768457	1	381	3127438	3128583
MF6_002734	GCF_057369595.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	1	1	1	87.335	100	1	379	615	0.0	NZ_CM170668.1	3577940	1	376	2961835	2962965
MF6_002734	GCF_057439935.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	1	1	1	87.335	100	1	379	615	0.0	NZ_CM172006.1	3577940	1	376	2961835	2962965
MF6_002734	GCF_057587595.1	Paraburkholderia sp. PAMB 6768	2_large	False	1	0	3	49.524	96	15	379	318	6.20e-104	NZ_CM172484.1	3967760	1	422	2922734	2924002
MF6_002734	GCF_057612605.2	Caballeronia sp. A2-2	4+_large	False	2	0	3	55.827	97	14	379	333	1.02e-110	NZ_CM172587.1	3455682	1	365	1100813	1101910
MF6_002734	GCF_057748135.1	Paraburkholderia sp. PAMB 6770	2_large	False	1	0	3	49.524	96	15	379	318	6.20e-104	NZ_CM173238.1	3876019	1	422	2996263	2997531
MF6_002734	GCF_058448765.1	Burkholderia gladioli	2_large	False	1	1	1	75.131	100	1	379	476	1.11e-166	NZ_CP186748.1	4208177	1	379	1233095	1234234
MF6_002734	GCF_059089405.1	Burkholderia pyrrocinia	3_large	True	1	1	1	93.404	100	1	379	638	0.0	NZ_CM180997.1	3634232	1	379	2412167	2413306
MF6_002734	GCF_059622985.1	Paraburkholderia agricolaris	2_large	False	2	0	3	50.132	88	48	379	295	2.60e-95	NZ_CM184411.1	4794767	1	411	4035130	4036365
MF6_002734	GCF_902141795.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_LR595896.1	3987008	1	379	830058	831197
MF6_002734	GCF_902141815.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_LR595898.1	4066496	1	379	852075	853214
MF6_002734	GCF_902141835.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_LR595894.1	4013273	1	379	858527	859666
MF6_002734	GCF_902459535.1	Paraburkholderia dioscoreae	2_large	False	3	0	3	56.171	97	12	379	368	1.30e-123	NZ_LR699555.1	204567	3	411	55245	56480
MF6_002734	GCF_904865725.1	Burkholderia cepacia	3_large	True	1	1	1	96.834	100	1	379	727	0.0	NZ_LR890523.1	3799937	1	379	3185994	3187133
MF6_002734	GCF_905400185.1	Burkholderia sola	3_large	True	1	1	1	99.472	100	1	379	748	0.0	NZ_FR989675.1	3575181	1	379	2960170	2961309
MF6_002734	GCF_939576165.1	Burkholderia mallei	1_large	False	1	1	1	78.158	100	1	379	548	0.0	NZ_OW622535.1	5647473	1	379	3828430	3829569
MF6_002734	GCF_964026365.1	Caballeronia sp. S22	4+_large	False	2	0	3	56.183	97	11	379	356	1.40e-119	NZ_OZ032133.1	3233214	1	368	2747427	2748533
MF6_002734	GCF_964261745.1	Caballeronia sp. S22	4+_large	False	2	0	3	56.183	97	11	379	356	1.40e-119	NZ_OZ180035.1	3233214	1	368	2747427	2748533
MF6_002734	GCF_964264985.1	Burkholderia mycopellens	3_large	True	1	1	1	96.834	100	1	379	725	0.0	NZ_OZ183792.1	3585571	1	379	2988282	2989421
MF6_002734	GCF_964264995.1	Burkholderia crassaminum	3_large	True	1	1	1	86.807	100	1	379	597	0.0	NZ_OZ183797.1	3689806	1	376	3069472	3070602
MF6_002734	GCF_964265005.1	Burkholderia crassaminum	3_large	True	1	1	1	86.807	100	1	379	597	0.0	NZ_OZ183799.1	3689843	1	376	3069508	3070638
MF6_002734	GCF_964265015.1	Burkholderia crassaminum	3_large	True	2	1	1	87.071	100	1	379	608	0.0	NZ_OZ183805.1	3945256	1	375	3301484	3302611
MF6_002734	GCF_964265025.1	Burkholderia mycopellens	3_large	True	1	1	1	96.306	100	1	379	721	0.0	NZ_OZ183802.1	3917836	1	379	3265484	3266623
MF6_002734	GCF_965118185.1	Paraburkholderia kururiensis	2_large	False	3	1	1	65.373	86	53	379	387	1.98e-131	NZ_OZ221290.1	4117855	1	382	560499	561647
MF6_002734	GCF_965199385.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241166.1	3960616	1	379	1102456	1103595
MF6_002734	GCF_965199395.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241168.1	3978699	1	379	2654137	2655276
MF6_002734	GCF_965199405.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241171.1	3963159	1	379	2657248	2658387
MF6_002734	GCF_965199425.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241174.1	3960129	1	379	2863332	2864471
MF6_002734	GCF_965199435.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241176.1	3960448	1	379	2863925	2865064
MF6_002734	GCF_965199445.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241178.1	3960138	1	379	2654125	2655264
MF6_002734	GCF_965199455.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241180.1	3960447	1	379	3937633	3938772
MF6_002734	GCF_965199515.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241213.1	3961601	1	379	2655899	2657038
MF6_002734	GCF_965199545.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241211.1	3963009	1	379	1102823	1103962
MF6_002734	GCF_965199625.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241209.1	3962433	1	379	2393212	2394351
MF6_002734	GCF_965199835.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.632	100	1	379	543	0.0	NZ_OZ241393.1	4100445	1	379	2779307	2780446
MF6_002734	GCF_965199925.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.632	100	1	379	543	0.0	NZ_OZ241391.1	4178342	1	379	3708966	3710105
MF6_002734	GCF_965201125.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241753.1	4199711	1	379	3114607	3115746
MF6_002734	GCF_965202565.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ241825.1	4100101	1	379	2738059	2739198
MF6_002734	GCF_965211575.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ242940.1	3960027	1	379	2654988	2656127
MF6_002734	GCF_965211595.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ242944.1	3961589	1	379	1102929	1104068
MF6_002734	GCF_980295165.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.632	100	1	379	541	0.0	NZ_OZ412831.1	3999849	1	379	3009048	3010187
MF6_002734	GCF_980300355.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ412839.1	3996870	1	379	1132533	1133672
MF6_002734	GCF_980300905.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ412842.1	4051212	1	379	1058317	1059456
MF6_002734	GCF_980300945.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ412844.1	4052460	1	379	1809561	1810700
MF6_002734	GCF_980300965.1	Burkholderia pseudomallei	2_large	False	1	1	1	77.895	100	1	379	545	0.0	NZ_OZ412845.1	4155369	1	379	601465	602604
MF6_002734	GCF_984667665.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	615	0.0	NZ_OZ480169.1	3630971	1	376	3014575	3015705
MF6_002734	GCF_984667675.1	Burkholderia arboris	3_large	True	1	1	1	87.071	100	1	379	610	0.0	NZ_OZ480166.1	3681322	1	376	3070531	3071661
MF6_002734	GCF_984667725.1	Burkholderia arboris	3_large	True	1	1	1	86.807	100	1	379	611	0.0	NZ_OZ480174.1	3700756	1	376	3092486	3093616
MF6_002734	GCF_984667835.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480193.1	3656760	1	376	3045475	3046605
MF6_002734	GCF_984667895.1	Burkholderia arboris	4+_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480182.1	3701063	1	376	3089764	3090894
MF6_002734	GCF_984667945.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480177.1	3676711	1	376	3065426	3066556
MF6_002734	GCF_984667955.1	Burkholderia arboris	2_large	False	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480214.1	3614124	1	376	3002839	3003969
MF6_002734	GCF_984667975.1	Burkholderia sp. LMG 33096	3_large	True	1	1	1	86.807	100	1	379	611	0.0	NZ_OZ480186.1	3609742	1	376	3017230	3018360
MF6_002734	GCF_984668005.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480190.1	3790333	1	376	3176770	3177900
MF6_002734	GCF_984668195.1	Burkholderia sp. LMG 33096	3_large	True	1	1	1	86.807	100	1	379	611	0.0	NZ_OZ480201.1	3724312	1	376	3139777	3140907
MF6_002734	GCF_984668265.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	615	0.0	NZ_OZ480208.1	3550230	1	376	2950533	2951663
MF6_002734	GCF_984668355.1	Burkholderia sp. LMG 33096	3_large	True	1	1	1	86.807	100	1	379	611	0.0	NZ_OZ480198.1	3772722	1	376	3186760	3187890
MF6_002734	GCF_984668395.1	Burkholderia arboris	3_large	True	1	1	1	86.807	100	1	379	611	0.0	NZ_OZ480205.1	3700732	1	376	3092483	3093613
MF6_002734	GCF_984668525.1	Burkholderia sp. LMG 34232	3_large	True	1	1	1	95.251	100	1	379	716	0.0	NZ_OZ480211.1	3512147	1	379	2917876	2919015
MF6_002734	GCF_984669265.1	Burkholderia sp. LMG 34232	3_large	True	1	1	1	95.789	100	1	379	717	0.0	NZ_OZ480217.1	3668084	1	380	3019491	3020633
MF6_002734	GCF_984669325.1	Burkholderia sp. LMG 33096	2_large	False	1	1	1	86.807	100	1	379	611	0.0	NZ_OZ480220.1	3609742	1	376	3017230	3018360
MF6_002734	GCF_984669335.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480223.1	3724193	1	376	3122879	3124009
MF6_002734	GCF_984669415.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480226.1	3676711	1	376	3065426	3066556
MF6_002734	GCF_984669565.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	615	0.0	NZ_OZ480231.1	3629775	1	376	3024227	3025357
MF6_002734	GCF_984669585.1	Burkholderia arboris	3_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480235.1	3624047	1	376	3012705	3013835
MF6_002734	GCF_984669685.1	Burkholderia arboris	4+_large	True	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480238.1	3701045	1	376	3089758	3090888
MF6_002734	GCF_984669705.1	Burkholderia sp. LMG 34232	3_large	True	1	1	1	95.000	100	1	379	711	0.0	NZ_OZ480242.1	3602122	1	380	2985734	2986876
MF6_002734	GCF_984671675.1	Burkholderia sp. LMG 33096	2_large	False	1	1	1	86.807	100	1	379	611	0.0	NZ_OZ480245.1	3712491	1	376	3130086	3131216
MF6_002734	GCF_984671695.1	Burkholderia arboris	2_large	False	1	1	1	87.335	100	1	379	614	0.0	NZ_OZ480247.1	3729666	1	376	3100452	3101582
MF6_002734	MF6	Burkholderia sola	3_large	True	1	1	1	100.000	100	1	379	751	0.0	cluster_001_consensus	3592343	1	379	2930138	2931277
MF6_002734	MF7	Burkholderia sp.	3_large	True	1	1	1	100.000	100	1	379	751	0.0	BMF7_NODE_5_len_513992_cov_36_785_ID_6095322.47	513992	5	379	97190	98329
MF6_003184	GCA_017356705.2	Burkholderia pseudomallei	2_large	False	1	0	4	30.588	19	6	167	61.6	1.90e-07	CP071525.1	7387439	1	1007	5782067	5785090
MF6_003184	GCA_017356725.2	Burkholderia pseudomallei	2_large	False	1	0	4	30.588	19	6	167	61.6	1.90e-07	CP071526.1	7387707	1	1007	5782002	5785025
MF6_003184	GCA_020887275.1	Burkholderia sp. SFA1	4+_large	False	0	0													
MF6_003184	GCA_024298805.1	Burkholderia sp. FXe9	3_large	True	0	0													
MF6_003184	GCA_029762415.1	Burkholderia gladioli	2_large	False	7	1	1	67.101	99	4	848	1220	0.0	CP121774.1	3892275	2	855	3505430	3507997
MF6_003184	GCA_040954445.1	Burkholderia sp.	2_large	False	0	0													
MF6_003184	GCA_048918525.1	Burkholderia gladioli	2_large	False	3	3	1	89.554	99	2	853	1577	0.0	CP183180.1	4163892	1	855	3865094	3867661
MF6_003184	GCA_051027405.1	Burkholderia stagnalis	2_large	False	1	0	4	22.339	99	6	851	109	2.31e-22	CP186318.1	4560590	1	905	41453	44170
MF6_003184	GCA_055387565.1	Burkholderia pseudomallei	2_large	False	1	0	4	36.000	22	6	194	109	3.03e-22	AP040305.1	4080545	1	947	457448	460291
MF6_003184	GCA_056494915.1	Paraburkholderia caledonica	4+_large	False	0	0													
MF6_003184	GCA_059696275.1	Burkholderia sp. SJ1	1_large	False	1	0	4	22.442	99	6	850	112	2.37e-23	AP040121.1	3228657	1	858	577666	580242
MF6_003184	GCA_964417475.2	Burkholderia pseudomallei	2_large	False	1	0	4	30.588	19	6	167	61.6	1.85e-07	OZ259869.1	4123479	1	1007	1967811	1970834
MF6_003184	GCA_965199415.1	Burkholderia pseudomallei	2_large	False	1	0	4	30.588	19	6	167	61.6	2.05e-07	OZ241173.1	4090989	1	1007	1971788	1974811
MF6_003184	GCA_965199775.1	Burkholderia pseudomallei	2_large	False	1	0	4	30.588	19	6	167	61.6	1.90e-07	OZ241381.1	4100456	1	1007	2898493	2901516
MF6_003184	GCA_965217235.1	Burkholderia multivorans	2_large	False	0	0													
MF6_003184	GCA_965217245.1	Burkholderia multivorans	2_large	False	0	0													
MF6_003184	GCA_980298765.1	Burkholderia pseudomallei	2_large	False	1	0	4	36.000	22	6	194	109	3.38e-22	OZ412837.1	3910731	1	947	1353722	1356565
MF6_003184	GCF_000009485.1	Burkholderia cenocepacia J2315	3_large	True	0	0													
MF6_003184	GCF_000010545.1	Burkholderia multivorans ATCC 17616	3_large	True	1	0	4	21.205	97	27	853	108	5.81e-22	NC_010805.1	2473162	2	813	1588809	1591250
MF6_003184	GCF_000011545.1	Burkholderia pseudomallei K96243	2_large	False	1	0	4	36.000	22	6	194	109	3.12e-22	NC_006350.1	4074542	1	952	2434826	2437684
MF6_003184	GCF_000011705.1	Burkholderia mallei ATCC 23344	2_large	False	0	0													
MF6_003184	GCF_000012365.1	Burkholderia thailandensis E264	2_large	False	1	0	4	30.588	19	6	167	61.6	2.05e-07	NC_007651.1	3809201	1	1007	3077299	3080322
MF6_003184	GCF_000012785.1	Burkholderia pseudomallei 1710b	2_large	False	1	0	4	36.000	22	6	194	109	2.97e-22	NC_007434.1	4126292	1	947	1927959	1930802
MF6_003184	GCF_000012945.1	Burkholderia lata	3_large	True	1	0	4	23.077	99	1	851	134	4.43e-30	NC_007509.1	1395069	3	893	1243608	1246289
MF6_003184	GCF_000013645.1	Paraburkholderia xenovorans LB400	3_large	False	0	0													
MF6_003184	GCF_000015465.1	Burkholderia mallei SAVP1	2_large	False	0	0													
MF6_003184	GCF_000015605.1	Burkholderia mallei NCTC 10229	2_large	False	0	0													
MF6_003184	GCF_000015625.1	Burkholderia mallei NCTC 10247	2_large	False	0	0													
MF6_003184	GCF_000015905.1	Burkholderia pseudomallei 668	2_large	False	1	0	4	36.500	22	6	194	109	3.99e-22	NC_009074.1	3912947	1	947	1561144	1563987
MF6_003184	GCF_000015925.1	Burkholderia pseudomallei 1106a	2_large	False	1	0	4	36.000	22	6	194	109	2.97e-22	NC_009076.1	3988455	1	947	1572177	1575020
MF6_003184	GCF_000016205.1	Burkholderia vietnamiensis G4	4+_large	True	1	1	1	81.170	99	2	853	1451	0.0	NC_009256.1	3652814	1	858	469954	472530
MF6_003184	GCF_000018505.1	Burkholderia multivorans ATCC 17616	3_large	True	1	0	4	21.205	97	27	853	108	5.81e-22	NC_010086.1	2472928	2	813	884054	886495
MF6_003184	GCF_000019505.1	Burkholderia orbicola MC0-3	3_large	True	1	0	4	23.238	99	6	850	130	8.71e-29	NC_010515.1	3213911	2	853	686157	688718
MF6_003184	GCF_000019925.1	Burkholderia ambifaria MC40-6	4+_large	True	0	0													
MF6_003184	GCF_000020045.1	Paraburkholderia phymatum STM815	4+_large	False	1	0	4	28.077	30	2	254	82.4	8.12e-14	NC_010625.1	1904893	3	856	1678572	1681142
MF6_003184	GCF_000020125.1	Paraburkholderia phytofirmans PsJN	2_large	False	1	0	4	32.308	22	2	190	70.9	2.59e-10	NC_010681.1	4467537	1	945	16121	18958
MF6_003184	GCF_000022645.2	Burkholderia glumae BGR1	2_large	False	1	0	4	24.576	61	4	528	64.7	2.61e-08	NC_012721.2	2827333	2	941	2611350	2614175
MF6_003184	GCF_000092885.1	Paraburkholderia atlantica	4+_large	False	0	0													
MF6_003184	GCF_000194745.1	Burkholderia gladioli BSR3	3_large	False	2	2	1	85.681	99	2	853	1485	0.0	NC_015381.1	4413616	1	855	4079659	4082226
MF6_003184	GCF_000198775.1	Mycetohabitans rhizoxinica HKI 454	2_large	False	0	0													
MF6_003184	GCF_000203915.1	Burkholderia ambifaria AMMD	3_large	True	1	0	4	20.936	94	51	853	94.4	1.58e-17	NC_008391.1	2646969	2	812	282394	284832
MF6_003184	GCF_000203955.1	Burkholderia cenocepacia HI2424	3_large	True	1	0	4	22.442	99	6	850	112	2.37e-23	NC_008543.1	2998664	2	858	605110	607686
MF6_003184	GCF_000236065.1	Burkholderia sp. YI23	4+_large	False	1	0	4	24.346	65	6	561	107	1.18e-21	NC_016590.1	1569570	4	906	18934	21654
MF6_003184	GCF_000236215.2	Burkholderia cenocepacia H111	3_large	True	0	0													
MF6_003184	GCF_000260515.1	Burkholderia pseudomallei 1026b	2_large	False	1	0	4	36.000	22	6	194	109	3.63e-22	NC_017831.1	4092668	1	947	2249531	2252374
MF6_003184	GCF_000262695.1	Burkholderia sp. KJ006	3_large	True	0	0													
MF6_003184	GCF_000292915.1	Burkholderia cepacia GG4	2_large	False	1	0	4	28.723	21	668	850	58.2	1.29e-06	NC_018514.1	3003666	2	400	2288892	2290094
MF6_003184	GCF_000294635.1	Burkholderia pseudomallei BPC006	2_large	False	1	0	4	36.000	22	6	194	109	2.97e-22	NC_018527.1	4001777	1	947	1603521	1606364
MF6_003184	GCF_000300095.1	Paraburkholderia phenoliruptrix BR3459a	3_large	False	1	0	4	20.819	99	4	850	109	2.69e-22	NC_018695.1	4152217	1	853	12003	14564
MF6_003184	GCF_000385525.1	Burkholderia thailandensis MSMB121	2_large	False	0	0													
MF6_003184	GCF_000402035.1	Caballeronia insecticola	4+_large	False	0	0													
MF6_003184	GCF_000439695.1	Burkholderia pseudomallei MSHR305	2_large	False	1	0	4	30.588	19	6	167	61.6	1.90e-07	NC_021884.1	4054155	1	1007	716460	719483
MF6_003184	GCF_000494855.1	Burkholderia pseudomallei NCTC 13179	2_large	False	1	0	4	36.000	22	6	194	109	3.27e-22	NC_022659.1	3997089	1	947	109649	112492
MF6_003184	GCF_000511895.1	Burkholderia pseudomallei NCTC 13178	2_large	False	1	0	4	30.588	19	6	167	62.0	1.71e-07	NZ_CP004001.1	4029451	1	1007	1701224	1704247
MF6_003184	GCF_000511915.1	Burkholderia pseudomallei NAU20B-16	2_large	False	1	0	4	36.000	22	6	194	110	2.30e-22	NZ_CP004003.1	4067895	1	947	4035174	4038017
MF6_003184	GCF_000520895.1	Burkholderia pseudomallei MSHR511	2_large	False	1	0	4	36.000	22	6	194	110	2.30e-22	NZ_CP004023.1	4067942	1	947	2224578	2227421
MF6_003184	GCF_000521645.1	Burkholderia pseudomallei MSHR146	2_large	False	1	0	4	36.000	22	6	194	110	2.30e-22	NZ_CP004042.1	4067985	1	947	2370083	2372926
MF6_003184	GCF_000522545.2	Paraburkholderia caribensis MBA4	3_large	False	0	0													
MF6_003184	GCF_000567905.1	Burkholderia thailandensis H0587	2_large	False	2	0	4	23.256	99	6	850	115	4.19e-24	NZ_CP004089.1	3827433	1	858	890491	893067
MF6_003184	GCF_000567925.1	Burkholderia thailandensis 2002721723	2_large	False	1	0	4	30.588	19	6	167	61.6	2.05e-07	NZ_CP004097.1	3662415	1	1007	1511673	1514696
MF6_003184	GCF_000567945.1	Burkholderia thailandensis E444	2_large	False	1	0	4	30.588	19	6	167	61.6	2.05e-07	NZ_CP004117.1	3799595	1	1007	1303583	1306606
MF6_003184	GCF_000583835.1	Burkholderia pseudomallei MSHR520	2_large	False	1	0	4	30.588	19	6	167	61.6	1.90e-07	NZ_CP004368.1	4059501	1	1007	2836806	2839829
MF6_003184	GCF_000701165.1	Burkholderia cepacia JBK9	3_large	True	0	0													
MF6_003184	GCF_000705535.2	Burkholderia seminalis	3_large	True	0	0													
MF6_003184	GCF_000706745.1	Burkholderia thailandensis USAMRU Malaysia #20	2_large	False	1	0	4	30.588	19	6	167	61.6	2.05e-07	NZ_CP004383.1	3862646	1	1007	2965098	2968121
MF6_003184	GCF_000755725.1	Burkholderia cenocepacia	3_large	True	1	0	4	22.397	56	5	483	64.7	2.35e-08	NZ_CP007784.1	3209624	2	1051	3106003	3109158
MF6_003184	GCF_000755765.1	Burkholderia pseudomallei	2_large	False	1	0	4	30.588	19	6	167	61.6	1.90e-07	NZ_CP009209.1	4056147	1	1007	3434950	3437973
MF6_003184	GCF_000755785.1	Burkholderia mallei	2_large	False	0	0													
MF6_003184	GCF_000755805.1	Burkholderia cepacia	3_large	True	0	0													
MF6_003184	GCF_000755825.1	Burkholderia pseudomallei	2_large	False	1	0	4	30.588	19	6	167	61.6	2.07e-07	NZ_CP009128.1	4058409	1	1007	2990840	2993863
MF6_003184	GCF_000755845.1	Burkholderia mallei	2_large	False	0	0													
MF6_003184	GCF_000755865.1	Burkholderia mallei	2_large	False	0	0													
MF6_003184	GCF_000755885.1	Burkholderia mallei	2_large	False	0	0													
MF6_003184	GCF_000755905.1	Burkholderia pseudomallei HBPUB10303a	2_large	False	1	0	4	36.000	22	6	194	109	2.97e-22	NZ_CP008894.1	3984054	1	947	1324439	1327282
