accession	contig	size_rank	length	cds	ribosomal_proteins	core_markers	n_core_markers	replicon_type
GCF_009191525.1	NZ_CP028809.1	3	1528467	1306	0		0	secondary_large
GCF_009191525.1	NZ_CP028810.1	4	200961	215	0		0	small_plasmid
GCF_009578005.1	NZ_CP045087.1	1	3712850	3349	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009578005.1	NZ_CP045088.1	2	2750046	2233	1		0	secondary_large
GCF_009578005.1	NZ_CP045089.1	3	201571	196	0		0	small_plasmid
GCF_009578005.1	NZ_CP045090.1	4	105587	106	0		0	small_plasmid
GCF_009578005.1	NZ_CP045091.1	5	96100	78	0		0	small_plasmid
GCF_009586235.1	NZ_CP045235.1	1	3688624	3325	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009586235.1	NZ_CP045236.1	2	3430130	3016	1		0	secondary_large
GCF_009586235.1	NZ_CP045237.1	3	1248114	1068	1		0	secondary_large
GCF_009730035.1	NZ_CP046336.1	1	3422468	3106	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009730035.1	NZ_CP046337.1	2	2434081	2084	1		0	secondary_large
GCF_009730035.1	NZ_CP046338.1	3	702621	587	1		0	secondary_large
GCF_009730035.1	NZ_CP046340.1	4	3898	4	0		0	small_plasmid
GCF_009730035.1	NZ_CP046339.1	5	2579	1	0		0	small_plasmid
GCF_009730175.1	NZ_CP046343.1	1	3350628	2994	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009730175.1	NZ_CP046341.1	2	2418100	2073	1		0	secondary_large
GCF_009730175.1	NZ_CP046342.1	3	749962	648	1		0	secondary_large
GCF_009730195.1	NZ_CP046346.1	1	3432204	3154	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009730195.1	NZ_CP046344.1	2	2365727	2036	1		0	secondary_large
GCF_009730195.1	NZ_CP046345.1	3	792513	703	1		0	secondary_large
GCF_009749345.1	NZ_CP046584.1	1	4009467	3442	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009749345.1	NZ_CP046583.1	2	3257170	2582	0		0	secondary_large
GCF_009755625.1	NZ_CP046609.1	1	3643456	3280	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009755625.1	NZ_CP046608.1	2	3247807	2850	1		0	secondary_large
GCF_009755625.1	NZ_CP046607.1	3	1541420	1318	0		0	secondary_large
GCF_009755625.1	NZ_CP046610.1	4	152473	161	0		0	small_plasmid
GCF_009755625.1	NZ_CP046611.1	5	71703	100	0		0	small_plasmid
GCF_009789655.1	NZ_CP046909.1	1	3177533	2833	50	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009789655.1	NZ_CP046910.1	2	2192838	1963	1		0	secondary_large
GCF_009789655.1	NZ_CP046911.1	3	1330706	1198	0		0	secondary_large
GCF_009789655.1	NZ_CP046912.1	4	1103815	966	0		0	secondary_large
GCF_009789675.1	NZ_CP046913.1	1	3240103	2789	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009789675.1	NZ_CP046914.1	2	1829290	1574	1		0	secondary_large
GCF_009789675.1	NZ_CP046915.1	3	1436412	1261	0		0	secondary_large
GCF_009789675.1	NZ_CP046916.1	4	1253746	1145	0		0	secondary_large
GCF_009789675.1	NZ_CP046917.1	5	185510	166	0		0	small_plasmid
GCF_009857095.1	NZ_CP047315.1	1	3629551	3300	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009857095.1	NZ_CP047316.1	2	2779201	2207	1		0	secondary_large
GCF_009857095.1	NZ_CP047317.1	3	122067	121	0		0	small_plasmid
GCF_009931375.1	NZ_CP035900.1	1	3537953	3113	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009931375.1	NZ_CP035901.1	2	2763738	2195	1		0	secondary_large
GCF_009931375.1	NZ_CP035902.1	3	214469	229	0		0	small_plasmid
GCF_009931375.1	NZ_CP035903.1	4	175525	177	0		0	small_plasmid
GCF_009938265.1	NZ_AP022315.1	1	2845320	2636	55	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_009938265.1	NZ_AP022316.1	2	1707579	1548	0		0	secondary_large
GCF_009938265.1	NZ_AP022319.1	3	1527330	1333	0		0	secondary_large
GCF_009938265.1	NZ_AP022317.1	4	1020949	935	0		0	secondary_large
GCF_009938265.1	NZ_AP022318.1	5	637291	570	0		0	secondary_large
GCF_009938265.1	NZ_AP022320.1	6	243982	226	0		0	small_plasmid
GCF_011039955.1	NZ_CP049316.1	1	3989243	3568	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_011039955.1	NZ_CP049317.1	2	1990521	1832	0		0	secondary_large
GCF_011039955.1	NZ_CP049318.1	3	1831039	1643	0		0	secondary_large
GCF_011039955.1	NZ_CP049319.1	4	794780	790	0		0	secondary_large
GCF_011039955.1	NZ_CP049320.1	5	377315	357	0		0	secondary_large
GCF_011039955.1	NZ_CP049321.1	6	195179	191	0		0	small_plasmid
GCF_011039955.1	NZ_CP049322.1	7	120676	119	0		0	small_plasmid
GCF_011039955.1	NZ_CP049323.1	8	24666	26	0		0	small_plasmid
GCF_011493005.1	NZ_CP049156.1	1	4010354	3583	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_011493005.1	NZ_CP049157.1	2	1996666	1840	0		0	secondary_large
GCF_011493005.1	NZ_CP049158.1	3	1826371	1637	0		0	secondary_large
GCF_011493005.1	NZ_CP049159.1	4	734052	710	0		0	secondary_large
GCF_011493005.1	NZ_CP049160.1	5	280710	283	0		0	small_plasmid
GCF_011578485.1	NZ_CP050020.1	1	3725540	3207	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_011578485.1	NZ_CP050021.1	2	2875717	2296	1		0	secondary_large
GCF_012689525.1	NZ_CP051516.1	1	4573438	4169	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_012689525.1	NZ_CP051515.1	2	3638240	3250	1		0	secondary_large
GCF_012689525.1	NZ_CP051514.1	3	2486079	2417	0		0	secondary_large
GCF_012689525.1	NZ_CP051517.1	4	142975	148	0		0	small_plasmid
GCF_012974245.1	NZ_CP052867.1	1	3611155	3246	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_012974245.1	NZ_CP052864.1	2	2869204	2299	1		0	secondary_large
GCF_012974245.1	NZ_CP052865.1	3	185112	195	0		0	small_plasmid
GCF_012974245.1	NZ_CP052866.1	4	7606	7	0		0	small_plasmid
GCF_012974245.1	NZ_CP052868.1	5	7338	10	0		0	small_plasmid
GCF_013122645.1	NZ_CP052132.1	1	3532897	3103	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_013122645.1	NZ_CP052133.1	2	2745532	2206	1		0	secondary_large
GCF_013122645.1	NZ_CP052134.1	3	281656	267	0		0	small_plasmid
GCF_013307145.1	NZ_CP021157.1	1	3601960	3302	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_013307145.1	NZ_CP021158.1	2	2783312	2291	1		0	secondary_large
GCF_013307145.1	NZ_CP021159.1	3	193251	206	0		0	small_plasmid
GCF_013307145.1	NZ_CP021160.1	4	169072	170	0		0	small_plasmid
GCF_013307165.1	NZ_CP023203.1	1	3596519	3199	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_013307165.1	NZ_CP023204.1	2	2850144	2298	1		0	secondary_large
GCF_013307165.1	NZ_CP023205.1	3	185577	155	0		0	small_plasmid
GCF_013307165.1	NZ_CP023206.1	4	135963	125	0		0	small_plasmid
GCF_013307165.1	NZ_CP023207.1	5	111135	114	0		0	small_plasmid
GCF_013378095.1	NZ_CP015958.1	1	3659608	3188	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_013378095.1	NZ_CP015959.1	2	2895821	2597	2		0	secondary_large
GCF_013378095.1	NZ_CP015960.1	3	1913088	1697	0		0	secondary_large
GCF_013426895.1	NZ_AP023174.1	1	3759946	3299	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_013426895.1	NZ_AP023175.1	2	2703868	2402	1		0	secondary_large
GCF_013426895.1	NZ_AP023176.1	3	2342401	2094	0		0	secondary_large
GCF_013426895.1	NZ_AP023177.1	4	606703	610	0		0	secondary_large
GCF_013426895.1	NZ_AP023178.1	5	58022	79	0		0	small_plasmid
GCF_013426915.1	NZ_AP023179.1	1	3864670	3548	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_013426915.1	NZ_AP023180.1	2	2707317	2484	2		0	secondary_large
GCF_013426915.1	NZ_AP023181.1	3	2380791	2190	0		0	secondary_large
GCF_013426915.1	NZ_AP023182.1	4	1440798	1403	0		0	secondary_large
GCF_013426915.1	NZ_AP023183.1	5	852821	870	0		0	secondary_large
GCF_013822785.1	NZ_CP053609.1	1	3233781	2926	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_013822785.1	NZ_CP053610.1	2	2210956	1891	1		0	secondary_large
GCF_013822785.1	NZ_CP053611.1	3	1198966	1010	0		0	secondary_large
GCF_013822785.1	NZ_CP053612.1	4	356237	365	0		0	secondary_large
GCF_013822785.1	NZ_CP053613.1	5	106922	110	0		0	small_plasmid
GCF_014171495.1	NZ_CP049134.1	1	3280377	2887	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_014171495.1	NZ_CP049135.1	2	1937775	1704	1		0	secondary_large
GCF_014171495.1	NZ_CP049136.1	3	1583983	1415	1		0	secondary_large
GCF_014171495.1	NZ_CP049137.1	4	1567213	1285	0		0	secondary_large
GCF_014171495.1	NZ_CP049138.1	5	455014	415	0		0	secondary_large
GCF_014211915.1	NZ_CP060039.1	1	3507573	3249	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_014211915.1	NZ_CP060040.1	2	2857915	2544	1		0	secondary_large
GCF_014211915.1	NZ_CP060041.1	3	1082076	969	1		0	secondary_large
GCF_014211915.1	NZ_CP060042.1	4	160144	163	0		0	small_plasmid
GCF_014263355.1	NZ_CP054468.1	1	4272194	3780	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_014263355.1	NZ_CP054469.1	2	3985347	3338	2		0	secondary_large
GCF_014263355.1	NZ_CP054470.1	3	165662	142	0		0	small_plasmid
GCF_014357995.1	NZ_CP053300.1	1	3673077	3347	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_014357995.1	NZ_CP053301.1	2	3211025	2885	1		0	secondary_large
GCF_014357995.1	NZ_CP053302.1	3	765157	652	1		0	secondary_large
GCF_014357995.1	NZ_CP053303.1	4	92661	99	0		0	small_plasmid
GCF_014854795.1	NZ_CP032009.1	1	3683734	3334	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_014854795.1	NZ_CP032011.1	2	3415325	3020	1		0	secondary_large
GCF_014854795.1	NZ_CP032010.1	3	1304848	1140	1		0	secondary_large
GCF_016026055.1	NZ_CP065601.1	1	3659799	3275	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016026055.1	NZ_CP065600.1	2	2820518	2261	1		0	secondary_large
GCF_016026055.1	NZ_CP065603.1	3	196019	164	0		0	small_plasmid
GCF_016026055.1	NZ_CP065602.1	4	144540	157	0		0	small_plasmid
GCF_016027435.1	NZ_CP065683.1	1	4192837	3680	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016027435.1	NZ_CP065684.1	2	3126683	2620	1		0	secondary_large
GCF_016027455.1	NZ_CP065686.1	1	4068027	3596	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016027455.1	NZ_CP065687.1	2	2913520	2459	1		0	secondary_large
GCF_016027455.1	NZ_CP065685.1	3	305114	271	0		0	secondary_large
GCF_016127755.1	NZ_CP066037.1	1	3556545	3211	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016127755.1	NZ_CP066038.1	2	2646970	2333	1		0	secondary_large
GCF_016127755.1	NZ_CP066040.1	3	1281477	1016	1		0	secondary_large
GCF_016127755.1	NZ_CP066039.1	4	38605	41	0		0	small_plasmid
GCF_016128195.1	NZ_CP066075.1	1	3756046	3327	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016128195.1	NZ_CP066076.1	2	2627215	2292	1		0	secondary_large
GCF_016128195.1	NZ_CP066077.1	3	213994	187	0		0	small_plasmid
GCF_016458785.1	NZ_CP066762.1	1	3480598	3115	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016458785.1	NZ_CP066763.1	2	2704441	2372	1		0	secondary_large
GCF_016458785.1	NZ_CP066764.1	3	28289	24	0		0	small_plasmid
GCF_016458785.1	NZ_CP066765.1	4	25260	27	0		0	small_plasmid
GCF_016458785.1	NZ_CP066766.1	5	24595	39	0		0	small_plasmid
GCF_016458785.1	NZ_CP066767.1	6	19679	34	0		0	small_plasmid
GCF_016458785.1	NZ_CP066768.1	7	19083	18	0		0	small_plasmid
GCF_016458805.1	NZ_CP066769.1	1	3464850	3161	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016458805.1	NZ_CP066770.1	2	2991650	2703	1		0	secondary_large
GCF_016598875.1	NZ_CP066791.1	1	3659785	3281	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016598875.1	NZ_CP066792.1	2	2820468	2259	1		0	secondary_large
GCF_016598875.1	NZ_CP066789.1	3	196019	165	0		0	small_plasmid
GCF_016598875.1	NZ_CP066790.1	4	144520	160	0		0	small_plasmid
GCF_016598875.1	NZ_CP066793.1	5	24872	35	0		0	small_plasmid
GCF_016698705.1	NZ_CP068049.1	1	4180205	3594	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016698705.1	NZ_CP068050.1	2	3913767	3158	2		0	secondary_large
GCF_016698705.1	NZ_CP068051.1	3	107512	105	0		0	small_plasmid
GCF_016774495.1	NZ_CP068709.1	1	3830943	3403	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016774495.1	NZ_CP068710.1	2	2826723	2253	1		0	secondary_large
GCF_016774495.1	NZ_CP068711.1	3	303664	321	0		0	secondary_large
GCF_016864355.1	NZ_CP069360.1	1	4166395	3619	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016864355.1	NZ_CP069361.1	2	3303859	2627	1		0	secondary_large
GCF_016889205.1	NZ_CP069482.1	1	3406606	3096	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016889205.1	NZ_CP069483.1	2	2168068	1874	1		0	secondary_large
GCF_016889205.1	NZ_CP069484.1	3	834423	691	0		0	secondary_large
GCF_016899425.1	NZ_CP045994.1	1	3563380	3221	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_016899425.1	NZ_CP045995.1	2	3002449	2617	1		0	secondary_large
GCF_016899425.1	NZ_CP045996.1	3	1180421	1011	1		0	secondary_large
GCF_016899445.1	NZ_CP041779.1	1	3538138	3182	52	dnaA;ftsZ;gyrB;recA;rpoB;rpoC	6	chromosome1
GCF_016899445.1	NZ_CP041778.1	2	3288546	2896	2		0	secondary_large
GCF_016899445.1	NZ_CP041777.1	3	1031707	860	0		0	secondary_large
GCF_016899445.1	NZ_CP041780.1	4	197398	145	0		0	small_plasmid
GCF_017165175.1	NZ_CP048441.1	1	3416863	3103	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017165175.1	NZ_CP048442.1	2	2429771	2073	1		0	secondary_large
GCF_017165175.1	NZ_CP048443.1	3	696464	581	1		0	secondary_large
GCF_017165175.1	NZ_CP048444.1	4	161953	146	0		0	small_plasmid
GCF_017165195.1	NZ_CP048445.1	1	3330593	3033	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017165195.1	NZ_CP048446.1	2	2439726	2087	1		0	secondary_large
GCF_017165195.1	NZ_CP048447.1	3	728861	626	1		0	secondary_large
GCF_017165475.1	NZ_CP048448.1	1	3329413	3033	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017165475.1	NZ_CP048449.1	2	2438740	2088	1		0	secondary_large
GCF_017165475.1	NZ_CP048450.1	3	728857	626	1		0	secondary_large
GCF_017165495.1	NZ_CP048451.1	1	3328426	3030	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017165495.1	NZ_CP048452.1	2	2438624	2088	1		0	secondary_large
GCF_017165495.1	NZ_CP048453.1	3	728861	626	1		0	secondary_large
GCF_017165515.1	NZ_CP048454.1	1	3328959	3031	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017165515.1	NZ_CP048455.1	2	2439060	2089	1		0	secondary_large
GCF_017165515.1	NZ_CP048456.1	3	728861	627	1		0	secondary_large
GCF_017165535.1	NZ_CP048457.1	1	3329349	3034	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017165535.1	NZ_CP048458.1	2	2440132	2089	1		0	secondary_large
GCF_017165535.1	NZ_CP048459.1	3	728858	627	1		0	secondary_large
GCF_017165555.1	NZ_CP048460.1	1	3328147	3028	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017165555.1	NZ_CP048461.1	2	2440183	2087	1		0	secondary_large
GCF_017165555.1	NZ_CP048462.1	3	728850	625	1		0	secondary_large
GCF_017165555.1	NZ_CP048463.1	4	71905	80	0		0	small_plasmid
GCF_017220215.1	NZ_CP071129.1	1	2932255	2666	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017220215.1	NZ_CP071130.1	2	1320836	1182	0		0	secondary_large
GCF_017220215.1	NZ_CP071131.1	3	913575	813	0		0	secondary_large
GCF_017220215.1	NZ_CP071132.1	4	588872	527	0		0	secondary_large
GCF_017378155.1	NZ_CP071746.1	1	4046673	3447	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017378155.1	NZ_CP071747.1	2	3330822	2617	1		0	secondary_large
GCF_017378155.1	NZ_CP071748.1	3	1457	1	0		0	small_plasmid
GCF_017378195.1	NZ_CP071749.1	1	4117487	3496	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017378195.1	NZ_CP071750.1	2	3203152	2493	1		0	secondary_large
GCF_017378235.1	NZ_CP071751.1	1	3924767	3316	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017378235.1	NZ_CP071752.1	2	3222599	2488	1		0	secondary_large
GCF_017378235.1	NZ_CP071753.1	3	221857	198	0		0	small_plasmid
GCF_017378275.1	NZ_CP071757.1	1	4071067	3468	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017378275.1	NZ_CP071758.1	2	3199869	2468	1		0	secondary_large
GCF_017378315.2	NZ_CP071754.2	1	4071728	3464	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017378315.2	NZ_CP071755.2	2	3074610	2375	1		0	secondary_large
GCF_017378355.1	NZ_CP071759.1	1	4049558	3442	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017378355.1	NZ_CP071760.1	2	3171004	2462	1		0	secondary_large
GCF_017378435.1	NZ_CP071761.1	1	4044757	3437	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017378435.1	NZ_CP071762.1	2	3254530	2566	1		0	secondary_large
GCF_017514945.1	NZ_CP071825.1	1	3942398	3707	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017514945.1	NZ_CP071826.1	2	3086006	2727	1		0	secondary_large
GCF_017514945.1	NZ_CP071827.1	3	1005275	918	0		0	secondary_large
GCF_017514945.1	NZ_CP071828.1	4	271215	289	0		0	small_plasmid
GCF_017514945.1	NZ_CP071829.1	5	152479	147	0		0	small_plasmid
GCF_017815595.1	NZ_CP072601.1	1	3230902	2947	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017815595.1	NZ_CP072602.1	2	2400076	2115	1		0	secondary_large
GCF_017815595.1	NZ_CP072603.1	3	59003	65	0		0	small_plasmid
GCF_017815615.1	NZ_CP072604.1	1	3328387	3026	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017815615.1	NZ_CP072605.1	2	2289068	1978	1		0	secondary_large
GCF_017815615.1	NZ_CP072606.1	3	901857	767	0		0	secondary_large
GCF_017815615.1	NZ_CP072607.1	4	45140	56	0		0	small_plasmid
GCF_017858835.1	NZ_CP021074.1	1	3761157	3405	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_017858835.1	NZ_CP021075.1	2	2836688	2284	1		0	secondary_large
GCF_017858835.1	NZ_CP021076.1	3	181392	174	0		0	small_plasmid
GCF_017858835.1	NZ_CP021077.1	4	168969	145	0		0	small_plasmid
GCF_018223765.1	NZ_CP073673.1	1	3737356	3412	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018223765.1	NZ_CP073669.1	2	3176312	2821	1		0	secondary_large
GCF_018223765.1	NZ_CP073670.1	3	984325	913	1		0	secondary_large
GCF_018223765.1	NZ_CP073671.1	4	134189	143	0		0	small_plasmid
GCF_018223765.1	NZ_CP073672.1	5	22926	26	0		0	small_plasmid
GCF_018223785.1	NZ_CP073665.1	1	3844277	3490	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018223785.1	NZ_CP073667.1	2	3267640	2885	1		0	secondary_large
GCF_018223785.1	NZ_CP073664.1	3	1531612	1354	0		0	secondary_large
GCF_018223785.1	NZ_CP073663.1	4	395748	452	0		0	secondary_large
GCF_018223785.1	NZ_CP073668.1	5	164302	175	0		0	small_plasmid
GCF_018223785.1	NZ_CP073666.1	6	77157	90	0		0	small_plasmid
GCF_018223805.1	NZ_CP073674.1	1	3704668	3442	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018223805.1	NZ_CP073676.1	2	3219652	2875	1		0	secondary_large
GCF_018223805.1	NZ_CP073675.1	3	983740	862	1		0	secondary_large
GCF_018228345.1	NZ_CP073722.1	1	3947811	3358	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228345.1	NZ_CP073723.1	2	3144211	2411	1		0	secondary_large
GCF_018228345.1	NZ_CP073724.1	3	12406	12	0		0	small_plasmid
GCF_018228385.1	NZ_CP073728.1	1	3990066	3390	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228385.1	NZ_CP073729.1	2	3117866	2411	1		0	secondary_large
GCF_018228385.1	NZ_CP073730.1	3	12406	12	0		0	small_plasmid
GCF_018228525.1	NZ_CP073725.1	1	3995906	3433	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228525.1	NZ_CP073726.1	2	3142999	2409	1		0	secondary_large
GCF_018228525.1	NZ_CP073727.1	3	12406	13	0		0	small_plasmid
GCF_018228545.1	NZ_CP073740.1	1	3944884	3354	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228545.1	NZ_CP073741.1	2	3067082	2342	1		0	secondary_large
GCF_018228545.1	NZ_CP073742.1	3	12406	12	0		0	small_plasmid
GCF_018228565.1	NZ_CP073734.1	1	3945139	3354	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228565.1	NZ_CP073735.1	2	3143942	2409	1		0	secondary_large
GCF_018228565.1	NZ_CP073736.1	3	12406	12	0		0	small_plasmid
GCF_018228585.1	NZ_CP073731.1	1	3985679	3390	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228585.1	NZ_CP073732.1	2	3140230	2411	1		0	secondary_large
GCF_018228585.1	NZ_CP073733.1	3	12406	12	0		0	small_plasmid
GCF_018228605.1	NZ_CP073737.1	1	3985970	3388	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228605.1	NZ_CP073738.1	2	3139758	2410	1		0	secondary_large
GCF_018228605.1	NZ_CP073739.1	3	12406	12	0		0	small_plasmid
GCF_018228625.1	NZ_CP073702.1	1	3809848	3455	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018228625.1	NZ_CP073704.1	2	3191508	2834	1		0	secondary_large
GCF_018228625.1	NZ_CP073703.1	3	984365	872	1		0	secondary_large
GCF_018228625.1	NZ_CP073707.1	4	134199	140	0		0	small_plasmid
GCF_018228625.1	NZ_CP073706.1	5	22930	27	0		0	small_plasmid
GCF_018228625.1	NZ_CP073705.1	6	627	1	0		0	small_plasmid
GCF_018408855.1	NZ_AP024322.1	1	3069135	2847	55	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018408855.1	NZ_AP024325.1	2	1684880	1457	0		0	secondary_large
GCF_018408855.1	NZ_AP024323.1	3	1492200	1376	0		0	secondary_large
GCF_018408855.1	NZ_AP024326.1	4	1015131	984	0		0	secondary_large
GCF_018408855.1	NZ_AP024324.1	5	848037	790	0		0	secondary_large
GCF_018408855.1	NZ_AP024327.1	6	671923	624	0		0	secondary_large
GCF_018408855.1	NZ_AP024328.1	7	435466	421	0		0	secondary_large
GCF_018417535.1	NZ_CP070977.1	1	3911642	3534	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018417535.1	NZ_CP070978.1	2	3307718	2939	2		0	secondary_large
GCF_018417535.1	NZ_CP070979.1	3	1319567	1116	0		0	secondary_large
GCF_018771365.1	NZ_CP076297.1	1	4046877	3445	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_018771365.1	NZ_CP076298.1	2	3250235	2553	1		0	secondary_large
GCF_018771365.1	NZ_CP076299.1	3	62793	54	0		0	small_plasmid
GCF_018771365.1	NZ_CP076300.1	4	17117	16	0		0	small_plasmid
GCF_019428685.1	NZ_CP080095.1	1	4926881	4355	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_019428685.1	NZ_CP080096.1	2	3372003	2878	1		0	secondary_large
