orthogroup	n_genomes	frac_on_c3
GCF_023374335.1|NZ_CP090677.1|MAHDEF_04203	66	0.0149
GCF_023374335.1|NZ_CP090677.1|MAHDEF_04286	119	0.0084
GCF_024072595.1|NZ_CP099625.1|JCKLCH_05315	18	0.7917
GCF_024664255.1|NZ_CP100297.1|PPEPEB_04416	124	0.0769
GCF_024760585.1|NZ_CP033657.1|AMJOJE_04574	71	0.4300
GCF_028473685.1|NZ_CP099395.1|GEMCOG_05249	36	0.6111
GCF_029633645.1|NZ_CP090633.1|KOLAIA_03533	14	0.1429
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04488	16	0.0625
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04547	13	0.0000
GCF_030297335.1|NZ_AP028087.1|FLPDKF_04799	31	0.7742
GCF_030374675.1|NZ_CP126320.1|IAEJEF_00244	127	0.0234
GCF_031585635.1|NZ_CP134196.1|EEDMGB_05474	110	0.0182
GCF_031585635.1|NZ_CP134196.1|EEDMGB_05505	10	0.1000
GCF_032806925.1|NZ_CP136512.1|HHDGBH_04812	10	0.0000
GCF_032806925.1|NZ_CP136512.1|HHDGBH_04848	129	0.1234
GCF_037055255.1|NZ_CP146377.1|EHEHHB_05977	132	0.0145
GCF_037055255.1|NZ_CP146377.1|EHEHHB_05989	14	0.7857
GCF_038050405.1|NZ_CP150901.1|PAEKDM_05886	117	0.0084
GCF_039621805.1|NZ_CP155076.1|MGLNLP_06044	18	0.5789
GCF_039621805.1|NZ_CP155076.1|MGLNLP_06051	45	0.2340
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04287	10	0.6000
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04323	36	0.7838
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04334	114	0.0088
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04370	38	0.1316
GCF_040361905.1|NZ_AP029616.1|ECPMPD_08992	12	0.1667
GCF_040761425.1|NZ_CP142885.1|ANFEBE_04384	99	0.0101
GCF_044501195.1|NZ_CP162533.1|FEPKBP_03639	84	0.0000
GCF_046773525.1|NZ_CP177246.1|AAEFPO_06936	19	0.8421
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_02055	10	0.2000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_02296	17	0.0000
GCF_048565265.1|NZ_CP183462.1|OJJDKA_04125	41	0.0000
GCF_049487195.1|NZ_CP137810.1|GPHPNB_04453	120	0.0083
GCF_049487195.1|NZ_CP137810.1|GPHPNB_04462	111	0.0090
GCF_050500075.1|NZ_CP191363.1|EGBKKP_03250	13	0.0000
GCF_050500075.1|NZ_CP191365.1|EGBKKP_06505	34	0.7381
GCF_050632305.1|NZ_CP192557.1|JOABHI_05310	13	0.0000
GCF_050632355.1|NZ_CP192550.1|PLIJEL_04515	127	0.0079
GCF_050813845.1|NZ_CP172422.1|GJOCLC_06189	18	0.6667
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03444	96	0.0104
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03462	15	0.8667
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03468	134	0.0149
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03476	21	0.3636
GCF_051124805.1|NZ_CP123189.1|ICMIHH_05854	90	0.0000
GCF_003711145.1|NZ_CP024944.1|BEDGBF_05849	10	0.1000
GCF_003711145.1|NZ_CP024945.1|BEDGBF_07579	32	0.8485
GCF_003713105.1|NZ_CP033431.1|KJPFOH_04064	111	0.0090
GCF_003812585.1|NZ_CP033745.1|GNNABM_00183	20	0.1905
GCF_003812585.1|NZ_CP033747.1|GNNABM_04613	96	0.0204
GCF_003966315.1|NZ_CP034547.1|KBLBMN_06019	26	0.0000
GCF_003966315.1|NZ_CP034547.1|KBLBMN_06986	123	0.0325
GCF_003966315.1|NZ_CP034547.1|KBLBMN_07031	18	0.3333
GCF_004842085.1|NZ_CP038805.1|CHGCDF_00668	123	0.0732
GCF_004842085.1|NZ_CP038805.1|CHGCDF_01564	33	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04873	13	0.1538
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07326	41	0.9512
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07353	36	0.1081
GCF_005937855.2|NZ_CP042178.1|KDGMIK_04547	94	0.0000
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00421	64	0.0000
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00475	13	0.0000
GCF_009578005.1|NZ_CP045088.1|GHFIOP_03568	74	0.0000
GCF_009586235.1|NZ_CP045237.1|DMGGOM_07125	11	1.0000
GCF_009730175.1|NZ_CP046341.1|EGBKAD_01222	11	0.0909
GCF_009730195.1|NZ_CP046344.1|BGNPBB_00154	10	0.8000
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03253	124	0.0081
GCF_009789655.1|NZ_CP046910.1|NAJDOB_04579	25	0.6400
GCF_009789655.1|NZ_CP046911.1|NAJDOB_05829	102	0.0098
GCF_009789675.1|NZ_CP046914.1|EADHIH_03028	130	0.0077
GCF_009789675.1|NZ_CP046915.1|EADHIH_05717	13	0.1538
GCF_011039955.1|NZ_CP049317.1|GGNALE_04331	15	0.0667
GCF_011039955.1|NZ_CP049317.1|GGNALE_04371	96	0.8911
GCF_011039955.1|NZ_CP049318.1|GGNALE_06409	22	0.2083
GCF_011493005.1|NZ_CP049157.1|MBMLHD_05257	99	0.0202
GCF_011493005.1|NZ_CP049158.1|MBMLHD_07032	119	0.0083
GCF_012689525.1|NZ_CP051514.1|LAJHGD_000129	136	0.4528
GCF_012689525.1|NZ_CP051514.1|LAJHGD_000142	131	0.8788
GCF_013307165.1|NZ_CP023204.1|DMBIIC_05484	33	0.0000
GCF_013426895.1|NZ_AP023176.1|EGBJMP_06637	96	0.0208
GCF_013426895.1|NZ_AP023176.1|EGBJMP_07597	62	0.1573
GCF_013426915.1|NZ_AP023182.1|JOOGLA_008829	10	0.5000
GCF_013822785.1|NZ_CP053611.1|IOIKDJ_05350	39	0.8718
GCF_013822785.1|NZ_CP053611.1|IOIKDJ_05362	12	1.0000
GCF_014171495.1|NZ_CP049135.1|EIPEHA_04126	64	0.0156
GCF_014171495.1|NZ_CP049136.1|EIPEHA_04976	110	0.0182
GCF_014171495.1|NZ_CP049137.1|EIPEHA_07323	118	0.0079
GCF_014171495.1|NZ_CP049137.1|EIPEHA_07373	16	0.0588
GCF_014211915.1|NZ_CP060041.1|LLAKDB_06786	45	1.0000
GCF_014854795.1|NZ_CP032011.1|KEPDBM_04197	10	0.0000
GCF_014854795.1|NZ_CP032011.1|KEPDBM_05273	113	0.0088
GCF_014854795.1|NZ_CP032010.1|KEPDBM_06901	71	0.8310
GCF_016128195.1|NZ_CP066076.1|NAHIAK_03802	68	0.3857
GCF_016128195.1|NZ_CP066076.1|NAHIAK_03880	20	0.1500
GCF_016458785.1|NZ_CP066763.1|CPAPEE_03790	108	0.0093
GCF_016458805.1|NZ_CP066770.1|FJFBBM_05007	33	0.2791
GCF_016458805.1|NZ_CP066770.1|FJFBBM_05027	18	0.0556
GCF_016698705.1|NZ_CP068050.1|CGEHKB_06530	24	0.0000
GCF_016698705.1|NZ_CP068050.1|CGEHKB_06551	133	0.0226
GCF_016774495.1|NZ_CP068711.1|CFNGFM_05801	83	0.0889
GCF_016774495.1|NZ_CP068711.1|CFNGFM_05839	11	0.2727
GCF_016899425.1|NZ_CP045996.1|KEDGBJ_05979	11	0.8182
GCF_001718575.1|NZ_CP013405.1|MMFJBI_06830	23	0.8696
GCF_001718575.1|NZ_CP013405.1|MMFJBI_06889	18	0.2632
GCF_001718575.1|NZ_CP013405.1|MMFJBI_06891	15	0.9333
GCF_001718615.1|NZ_CP013410.1|OGIEMD_04328	64	0.0156
GCF_001718655.1|NZ_CP013416.1|OAPBOK_03898	10	0.7000
GCF_001718655.1|NZ_CP013416.1|OAPBOK_03900	11	0.7273
GCF_001718655.1|NZ_CP013416.1|OAPBOK_03901	12	0.6667
GCF_001718755.1|NZ_CP013431.1|HBOKFH_05337	37	0.0000
GCF_001718755.1|NZ_CP013431.1|HBOKFH_05366	14	0.8571
GCF_001718835.1|NZ_CP013444.1|KNHALJ_06259	97	0.0000
GCF_001718875.1|NZ_CP013449.1|BILING_04376	110	0.0091
GCF_001742165.1|NZ_CP016443.1|AGPFIK_04780	10	0.3529
GCF_001742165.1|NZ_CP016443.1|AGPFIK_04789	23	0.2174
GCF_001922345.1|NZ_CP018812.1|FHEGBC_06322	13	0.0000
GCF_002097715.1|NZ_CP020738.1|GADEED_04680	23	0.0435
GCF_002097715.1|NZ_CP020738.1|GADEED_04693	12	0.0000
GCF_002110965.1|NZ_CP018392.1|ELNOAG_04762	117	0.2236
GCF_002278075.1|NZ_CP022990.1|LCILIJ_06502	10	0.0000
GCF_002356275.1|NZ_AP018112.1|PCILBN_04351	59	0.0169
GCF_002393425.1|NZ_CP023523.1|LGDCBP_05540	55	1.0000
GCF_002393425.1|NZ_CP023523.1|LGDCBP_05549	57	0.9825
GCF_002902925.1|NZ_CP026112.1|FCNDNF_03928	15	0.0667
GCF_002902965.1|NZ_CP026109.1|NNLOHK_010239	11	0.0000
GCF_003330765.1|NZ_CP024904.1|MHAOIP_06939	35	0.3056
GCF_003366075.1|NZ_CP028962.1|KOHNEP_00522	26	0.5161
GCF_003366075.1|NZ_CP028964.1|KOHNEP_06863	94	0.1915
GCF_003368325.1|NZ_CP031466.1|IEDFFF_03016	42	0.0714
GCF_003368325.1|NZ_CP031466.1|IEDFFF_03079	41	0.7143
GCF_003704285.1|NZ_CP013391.1|JNILKD_04030	56	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06109	51	0.0577
GCF_009789655.1|NZ_CP046912.1|NAJDOB_06763	12	0.0000
GCF_009789675.1|NZ_CP046915.1|EADHIH_04864	118	0.1203
GCF_009789675.1|NZ_CP046915.1|EADHIH_04868	18	0.0556
GCF_009789675.1|NZ_CP046915.1|EADHIH_04896	76	0.7500
GCF_009938265.1|NZ_AP022316.1|EKOFLH_03472	14	0.3125
GCF_011039955.1|NZ_CP049317.1|GGNALE_05145	15	0.1333
GCF_011039955.1|NZ_CP049317.1|GGNALE_05169	39	0.5128
GCF_011493005.1|NZ_CP049157.1|MBMLHD_03853	129	0.0221
GCF_011493005.1|NZ_CP049159.1|MBMLHD_07265	127	0.0234
GCF_012689525.1|NZ_CP051515.1|LAJHGD_004438	12	0.1667
GCF_013426915.1|NZ_AP023181.1|JOOGLA_006416	134	0.0211
GCF_013426915.1|NZ_AP023181.1|JOOGLA_006428	78	0.5417
GCF_014171495.1|NZ_CP049135.1|EIPEHA_03763	126	0.0079
GCF_014854795.1|NZ_CP032010.1|KEPDBM_07561	11	0.5455
GCF_016458805.1|NZ_CP066770.1|FJFBBM_05174	14	0.0000
GCF_016899445.1|NZ_CP041778.1|MDBEMB_01221	98	0.0102
GCF_017514945.1|NZ_CP071826.1|BNMMAG_05727	104	0.2171
GCF_018223765.1|NZ_CP073670.1|MIMDBL_06653	109	1.0000
GCF_018223805.1|NZ_CP073675.1|JCHNML_04078	82	1.0000
GCF_018228625.1|NZ_CP073703.1|PLDJHG_07144	94	0.8830
GCF_018408855.1|NZ_AP024325.1|IOAPJC_06019	12	0.1667
GCF_019428685.1|NZ_CP080096.1|GAAIKK_07237	108	0.6067
GCF_019428685.1|NZ_CP080096.1|GAAIKK_07259	16	0.1250
GCF_019428685.1|NZ_CP080096.1|GAAIKK_07279	134	0.0149
GCF_019428685.1|NZ_CP080096.1|GAAIKK_07280	22	0.0455
GCF_019428685.1|NZ_CP080096.1|GAAIKK_07307	134	0.0149
GCF_020544345.1|NZ_CP065404.1|FHKHAK_05557	132	0.0076
GCF_020843905.1|NZ_CP086293.1|LDFAPN_06546	21	0.5238
GCF_020843945.1|NZ_CP086295.1|OOEEJG_05418	18	0.5789
GCF_021899435.1|NZ_CP091647.1|GEPLFC_05260	53	0.0741
GCF_021899435.1|NZ_CP091647.1|GEPLFC_05282	107	0.0093
GCF_022213445.1|NZ_CP091983.1|DPHAME_00230	114	0.0088
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05486	27	0.5185
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05561	14	0.4286
GCF_057748135.1|NZ_CM173239.1|AGACDF_05871	30	0.4118
GCF_059089405.1|NZ_CM180998.1|EGMCAA_04541	11	0.0909
GCF_059622985.1|NZ_CM184412.1|HDJAFC_05332	12	0.0000
GCF_964026365.1|NZ_OZ032134.1|OLAOEE_04639	132	0.0152
GCF_964261745.1|NZ_OZ180039.1|HPHCCA_05252	26	0.4615
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_06646	64	0.7538
GCF_984667975.1|NZ_OZ480188.1|IDMAMG_06971	15	1.0000
GCA_017356705.2|CP076288.1|GJFJFN_08199	116	0.0171
GCA_017356705.2|CP076288.1|GJFJFN_08200	128	0.0681
GCA_017356705.2|CP076288.1|GJFJFN_08204	48	0.0000
GCA_017356705.2|CP076288.1|GJFJFN_08205	48	0.0000
GCA_017356705.2|CP076288.1|GJFJFN_08210	48	0.0000
GCA_017356705.2|CP076288.1|GJFJFN_08237	134	0.0149
GCA_017356705.2|CP076288.1|GJFJFN_08268	119	0.0084
GCA_024298805.1|CP101280.1|CFKEBF_06641	33	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_06646	109	0.0092
GCA_024298805.1|CP101281.1|CFKEBF_07715	133	0.4252
GCA_024298805.1|CP101281.1|CFKEBF_07730	11	1.0000
GCA_024298805.1|CP101281.1|CFKEBF_07760	56	0.8571
GCA_024298805.1|CP101281.1|CFKEBF_07783	64	0.8923
GCA_024298805.1|CP101281.1|CFKEBF_07800	82	0.9390
GCA_029762415.1|CP121774.1|AEAFNO_07878	87	0.7900
GCA_029762415.1|CP121774.1|AEAFNO_07881	102	0.8793
GCA_048918525.1|CP183179.1|FJOOHI_06399	81	0.9753
GCA_048918525.1|CP183179.1|FJOOHI_06405	13	0.6923
GCA_051027405.1|CP186319.1|OPENLE_06179	17	0.1765
GCA_051027405.1|CP186319.1|OPENLE_06218	11	0.3846
GCA_051027405.1|CP186319.1|OPENLE_06235	23	0.4783
GCA_051027405.1|CP186319.1|OPENLE_06239	20	0.2857
GCA_051027405.1|CP186319.1|OPENLE_06252	65	0.0308
GCA_055387565.1|AP040306.1|KMBAEO_04836	10	0.5000
GCA_965217235.1|OZ244257.1|FGPPHH_03421	11	0.7273
GCA_965217235.1|OZ244257.1|FGPPHH_03455	45	0.0000
GCA_965217235.1|OZ244257.1|FGPPHH_03481	52	0.4074
GCA_965217245.1|OZ244259.1|GGGJDH_03618	11	1.0000
GCA_965217245.1|OZ244259.1|GGGJDH_03668	11	0.3636
GCA_980298765.1|OZ412838.1|NOGGPJ_04720	46	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_03787	54	0.5493
GCF_000009485.1|NC_011001.1|AHBBHP_03789	45	0.4222
GCF_000009485.1|NC_011001.1|AHBBHP_03798	32	0.2121
GCF_000009485.1|NC_011001.1|AHBBHP_03799	35	0.2432
GCF_000009485.1|NC_011001.1|AHBBHP_03804	30	0.3333
GCF_000009485.1|NC_011001.1|AHBBHP_03824	22	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_03831	27	0.0741
GCF_000009485.1|NC_011002.1|AHBBHP_06639	13	0.4615
GCF_000010545.1|NC_010805.1|FAEGPK_03567	83	0.0119
GCF_000010545.1|NC_010805.1|FAEGPK_04334	113	0.0085
GCF_000010545.1|NC_010805.1|FAEGPK_04337	122	0.2623
GCF_000010545.1|NC_010805.1|FAEGPK_04361	20	0.5000
GCF_000010545.1|NC_010805.1|FAEGPK_04368	88	0.0114
GCF_000012365.1|NC_007650.1|CDMLCC_04139	37	0.3784
GCF_000012945.1|NC_007511.1|MPPJPN_04091	61	0.0164
GCF_000012945.1|NC_007511.1|MPPJPN_04099	23	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_04631	27	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_04644	75	0.6500
GCF_000012945.1|NC_007511.1|MPPJPN_04665	17	0.8148
GCF_000013645.1|NC_007952.1|NKEBAG_05218	36	0.7632
GCF_000013645.1|NC_007953.1|NKEBAG_08173	110	0.8496
GCF_000013645.1|NC_007953.1|NKEBAG_08176	110	0.8362
GCF_000016205.1|NC_009255.1|HIIIOO_04247	44	0.2581
GCF_000016205.1|NC_009254.1|HIIIOO_05703	16	1.0000
GCF_000016205.1|NC_009254.1|HIIIOO_05710	21	0.5238
GCF_000018505.1|NC_010087.1|ANCNPC_05776	21	0.1905
GCF_000019505.1|NC_010515.1|FDIDAN_04356	12	0.2500
GCF_000019505.1|NC_010515.1|FDIDAN_04369	25	0.2000
GCF_000019505.1|NC_010515.1|FDIDAN_04383	46	0.0833
GCF_000019505.1|NC_010512.1|FDIDAN_06756	23	0.6087
GCF_000019505.1|NC_010512.1|FDIDAN_06777	37	1.0000
GCF_000019505.1|NC_010512.1|FDIDAN_06813	116	0.9741
GCF_000019925.1|NC_010552.1|JOOHOL_03968	35	0.4222
GCF_000019925.1|NC_010552.1|JOOHOL_03971	35	0.3784
GCF_000019925.1|NC_010552.1|JOOHOL_03972	33	0.3714
GCF_000019925.1|NC_010552.1|JOOHOL_03980	10	0.0000
GCF_000019925.1|NC_010552.1|JOOHOL_03981	19	0.4286
GCF_000019925.1|NC_010557.1|JOOHOL_06216	97	0.0200
GCF_000019925.1|NC_010557.1|JOOHOL_06219	95	0.1443
GCF_000019925.1|NC_010557.1|JOOHOL_06237	13	0.8462
GCF_000019925.1|NC_010557.1|JOOHOL_06239	12	0.8333
GCF_000019925.1|NC_010557.1|JOOHOL_06244	47	0.8085
GCF_000020045.1|NC_010623.1|DOBPJF_05017	13	0.8462
GCF_000020125.1|NC_010676.1|KLLCKE_05642	93	0.6737
GCF_000022645.2|NC_012721.2|EJIAMJ_04904	21	0.1364
GCF_000092885.1|NC_014118.1|MOLOCH_05057	15	0.0667
GCF_000092885.1|NC_014119.1|MOLOCH_06285	92	0.2031
GCF_000092885.1|NC_014119.1|MOLOCH_06286	38	0.3953
GCF_000092885.1|NC_014119.1|MOLOCH_06308	13	0.3077
GCF_000203915.1|NC_008391.1|PNLJAJ_04761	127	0.0079
GCF_000203915.1|NC_008392.1|PNLJAJ_06568	34	1.0000
GCF_000203915.1|NC_008392.1|PNLJAJ_06572	30	1.0000
GCF_000203915.1|NC_008392.1|PNLJAJ_06578	20	0.4000
GCF_000203955.1|NC_008543.1|ENHPAH_05051	50	0.0000
GCF_000236065.1|NC_016590.1|GIDLLD_04768	18	0.0556
GCF_000236065.1|NC_016626.1|GIDLLD_07697	13	0.7692
GCF_000236065.1|NC_016626.1|GIDLLD_07701	33	0.6389
GCF_000236215.2|NZ_HG938372.1|OMAFGK_06711	76	0.8211
GCF_000262695.1|NC_017921.1|JPCCGE_03629	23	0.2143
GCF_000292915.1|NC_018514.1|GOEANH_03673	96	0.0103
GCF_000292915.1|NC_018514.1|GOEANH_03675	96	0.0103
GCF_000292915.1|NC_018514.1|GOEANH_05494	27	0.3704
GCF_000292915.1|NC_018514.1|GOEANH_05536	16	0.6875
GCF_000294635.1|NC_018529.1|CCGDIH_04412	117	0.0085
GCF_000300095.1|NC_018672.1|JAMHFP_03929	13	0.0556
GCF_000300095.1|NC_018672.1|JAMHFP_05589	11	0.1818
GCF_000385525.1|NC_021174.1|NIFCDL_05145	117	0.0085
GCF_000385525.1|NC_021174.1|NIFCDL_05183	115	0.0087
GCF_001449005.1|NZ_CP013103.1|FJLEBH_04476	21	0.0455
GCF_001484665.1|NZ_CP011918.1|PJHBPI_03977	127	0.0079
GCF_001522635.2|NZ_CP013388.1|AHPEPD_04253	33	0.0000
GCF_001523915.2|NZ_CP013383.1|MGAHHL_03415	90	0.1111
GCF_001557535.2|NZ_CP014315.1|AEKFLI_05420	22	0.9091
GCF_001634365.1|NZ_CP014579.1|KFJOOE_04277	57	0.0690
GCF_001634365.1|NZ_CP014579.1|KFJOOE_04290	10	0.0000
GCF_001718315.1|NZ_CP013364.1|FPPOAH_05522	91	1.0000
GCF_001718555.1|NZ_CP013403.1|COAJPG_05850	128	0.0156
GCF_001718555.1|NZ_CP013402.1|COAJPG_05875	112	1.0000
GCF_001718695.1|NZ_CP013421.1|HKCAJL_05773	114	0.9739
GCF_001718835.1|NZ_CP013444.1|KNHALJ_06278	48	0.0000
GCF_001718855.1|NZ_CP013447.1|LGJHMI_06188	11	0.0000
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04632	12	0.6667
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04643	110	0.0091
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04657	105	0.0095
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04692	113	0.0088
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04717	19	0.3158
GCF_001742165.1|NZ_CP016443.1|AGPFIK_06317	62	0.0000
GCF_001865575.2|NZ_CP017562.2|LOJKIB_05729	12	0.0000
GCF_001922345.1|NZ_CP018812.1|FHEGBC_06204	12	0.0000
GCF_001922345.1|NZ_CP018812.1|FHEGBC_06212	70	0.9286
GCF_001922345.1|NZ_CP018812.1|FHEGBC_06216	113	0.0261
GCF_002356275.1|NZ_AP018113.1|PCILBN_06236	15	1.0000
GCF_002356275.1|NZ_AP018113.1|PCILBN_06247	23	0.9583
GCF_003076415.1|NZ_CP021067.1|EODBJB_00241	55	0.0526
GCF_003366075.1|NZ_CP028962.1|KOHNEP_01796	13	0.0000
GCF_003366075.1|NZ_CP028962.1|KOHNEP_01812	26	0.6538
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01852	62	0.4730
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01853	51	0.4035
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01862	115	0.0087
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01871	46	0.6471
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01874	133	0.0909
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01886	10	0.3000
GCF_003711145.1|NZ_CP024944.1|BEDGBF_04555	59	0.0169
GCF_003711145.1|NZ_CP024944.1|BEDGBF_04566	39	0.0256
GCF_003713105.1|NZ_CP033431.1|KJPFOH_04540	102	0.0882
GCF_003812585.1|NZ_CP033745.1|GNNABM_00016	62	0.0317
GCF_004842085.1|NZ_CP038805.1|CHGCDF_02721	96	1.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07690	20	0.8500
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07734	15	0.2000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07736	15	0.0667
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00535	23	0.8261
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00551	12	0.0833
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00562	15	0.8667
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00565	17	0.7647
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00601	133	0.0414
GCF_009789655.1|NZ_CP046912.1|NAJDOB_06115	26	0.5926
GCF_009789655.1|NZ_CP046912.1|NAJDOB_06168	104	0.0283
GCF_009789655.1|NZ_CP046912.1|NAJDOB_06182	77	0.8354
GCF_009789655.1|NZ_CP046912.1|NAJDOB_06188	116	0.0345
GCF_009938265.1|NZ_AP022316.1|EKOFLH_04246	15	0.2667
GCF_011039955.1|NZ_CP049317.1|GGNALE_05460	27	0.0741
GCF_011039955.1|NZ_CP049317.1|GGNALE_05476	66	0.0217
GCF_014171495.1|NZ_CP049136.1|EIPEHA_05676	122	0.0328
GCF_014171495.1|NZ_CP049136.1|EIPEHA_05684	88	0.0449
GCF_016458805.1|NZ_CP066770.1|FJFBBM_05287	74	0.0000
GCF_016458805.1|NZ_CP066770.1|FJFBBM_05329	128	0.0518
GCF_017220215.1|NZ_CP071131.1|LKMEBK_04447	102	0.0098
GCF_017220215.1|NZ_CP071131.1|LKMEBK_04457	11	0.0000
GCF_017815595.1|NZ_CP072602.1|FDHDHE_04281	113	0.0088
GCF_018417535.1|NZ_CP070979.1|GOINAJ_07439	71	0.9577
GCF_019428685.1|NZ_CP080096.1|GAAIKK_05947	79	0.1013
GCF_019428685.1|NZ_CP080096.1|GAAIKK_05972	13	0.0000
GCF_019915365.1|NZ_CP082809.1|HKIHII_07236	95	0.9688
GCF_020544345.1|NZ_CP065404.1|FHKHAK_05779	21	0.0476
GCF_000756005.1|NZ_CP008729.1|KBPNLB_04454	51	0.0000
GCF_000756005.1|NZ_CP008729.1|KBPNLB_04535	124	0.0833
GCF_000764955.1|NZ_CP007780.1|MPKPAF_05011	128	0.0153
GCF_000770565.1|NZ_CP009156.1|DBEOGD_04889	11	0.5455
GCF_000835205.1|NZ_CP002581.1|GBACEL_03810	127	0.0079
GCF_000959245.1|NZ_CP009486.1|LAONHI_03358	17	0.0000
GCF_000959245.1|NZ_CP009486.1|LAONHI_03359	26	0.0000
GCF_000959245.1|NZ_CP009486.1|LAONHI_03370	10	0.1000
GCF_000959245.1|NZ_CP009486.1|LAONHI_03382	106	0.9151
GCF_000959245.1|NZ_CP009486.1|LAONHI_03416	12	0.0000
GCF_000959245.1|NZ_CP009486.1|LAONHI_03418	11	0.0000
GCF_000959245.1|NZ_CP009486.1|LAONHI_05657	87	0.0115
GCF_000959325.1|NZ_CP009548.1|FMEGFI_05004	15	0.5000
GCF_000959445.1|NZ_CP009632.1|FFOGAP_05122	34	0.9706
GCF_000959505.1|NZ_CP009793.1|IOBNJL_03963	92	0.0000
GCF_000959505.1|NZ_CP009794.1|IOBNJL_05463	80	0.9625
GCF_000959505.1|NZ_CP009794.1|IOBNJL_05467	90	0.3548
GCF_000959505.1|NZ_CP009794.1|IOBNJL_05487	16	1.0000
GCF_000959505.1|NZ_CP009794.1|IOBNJL_05493	19	0.1053
GCF_000959605.1|NZ_CP010016.1|JLLGFH_06106	21	0.9048
GCF_000961515.1|NZ_CP010027.1|FPIDDM_05013	114	0.9737
GCF_000961515.1|NZ_CP010027.1|FPIDDM_05029	19	0.0526
GCF_000961515.1|NZ_CP010027.1|FPIDDM_05040	22	0.7273
GCF_000961515.1|NZ_CP010027.1|FPIDDM_05049	13	0.2143
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05277	51	0.0000
GCF_001028665.1|NZ_CP011505.1|HBNMDA_06201	26	0.3548
GCF_001028665.1|NZ_CP011505.1|HBNMDA_06212	41	0.9024
GCF_001028665.1|NZ_CP011505.1|HBNMDA_06215	83	0.8320
GCF_001028665.1|NZ_CP011505.1|HBNMDA_06219	31	0.9677
GCF_001029145.1|NZ_CP009743.1|MMBDNG_02331	18	0.1053
GCF_001029145.1|NZ_CP009743.1|MMBDNG_02416	12	0.8333
GCF_001293045.1|NZ_CP012193.1|JIJEFB_04177	20	0.2000
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04523	10	0.0000
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04526	36	0.0000
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04575	96	0.3646
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04585	15	0.0000
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04609	128	0.1925
GCF_001449005.1|NZ_CP013103.1|FJLEBH_04104	36	0.8378
GCF_001449005.1|NZ_CP013103.1|FJLEBH_04116	29	0.5667
GCF_001449005.1|NZ_CP013103.1|FJLEBH_05480	36	0.5556
GCF_001484665.1|NZ_CP011918.1|PJHBPI_05201	89	0.0449
GCF_001522585.2|NZ_CP013372.1|JCKKIK_05198	10	0.1000
GCF_001522585.2|NZ_CP013372.1|JCKKIK_05234	73	0.0000
