accession	organism_name	genus	strain	query_genus	total_length	gc_percent	n_replicons_total	replicon_sizes	largest	second	third	sequencing_tech	checkm_completeness	checkm_contamination	ncbi_n_chromosomes	n_large_200kb	n_large_300kb	n_large_500kb	n_large_1000kb	architecture	ncbi_labelled_chromosomes	ncbi_labelled_plasmids	third_ncbi_label	third_chr_name	size_vs_label_agree	qc_pass	qc_reason
GCF_037477895.1	Mycetohabitans endofungorum	Mycetohabitans	B13/HKI 0402	Mycetohabitans	3550038	60.5	2	2760408;789630	2760408	789630	0	PacBio RSII	97.51		2	2	2	2	1	2_large	1	1			False	True	
GCF_037477905.1	Mycetohabitans endofungorum	Mycetohabitans	B14/HKI 0403	Mycetohabitans	3643928	60.5	3	2674176;768340;201412	2674176	768340	201412	PacBio RSII	97.96		3	3	2	2	1	2_large	1	2	Plasmid	unnamed2	False	True	
GCF_037478035.1	Mycetohabitans endofungorum	Mycetohabitans	B60	Mycetohabitans	3610257	61	3	2736534;716486;157237	2736534	716486	157237	PacBio Sequel	98.04		3	2	2	2	1	2_large	1	2	Plasmid	plasmid	False	True	
GCF_037478045.1	Mycetohabitans rhizoxinica	Mycetohabitans	B49	Mycetohabitans	3533936	61	2	2710688;823248	2710688	823248	0	PacBio Sequel	97.53		2	2	2	2	1	2_large	1	1			False	True	
GCF_037478055.1	Mycetohabitans rhizoxinica	Mycetohabitans	B47	Mycetohabitans	3471072	61	2	2646852;824220	2646852	824220	0	PacBio Sequel	98.65		2	2	2	2	1	2_large	1	1			False	True	
GCF_037478065.1	Mycetohabitans rhizoxinica	Mycetohabitans	B12	Mycetohabitans	3802698	60.5	3	2776699;857052;168947	2776699	857052	168947	PacBio Sequel	98.18		3	2	2	2	1	2_large	1	2	Plasmid	plasmid	False	True	
GCF_037478075.1	Mycetohabitans endofungorum	Mycetohabitans	B5	Mycetohabitans	3355449	61	2	2592175;763274	2592175	763274	0	PacBio Sequel	97.51	0.45	2	2	2	2	1	2_large	1	1			False	True	
GCF_037478085.1	Mycetohabitans endofungorum	Mycetohabitans	B3	Mycetohabitans	3541851	60.5	2	2686710;855141	2686710	855141	0	PacBio Sequel	97.96		2	2	2	2	1	2_large	1	1			False	True	
GCF_038050405.1	Paraburkholderia sp. IMGN_8	Paraburkholderia	SJ_3	Paraburkholderia	9114050	61.5	2	4664177;4449873	4664177	4449873	0	PacBio Sequel; Illumina	99.94	0.04	2	2	2	2	2	2_large	2	0			True	True	
GCF_038452255.1	Burkholderia pyrrocinia	Burkholderia	BX1	Burkholderia	8043122	66.5	3	3727794;3466835;848493	3727794	3466835	848493	Oxford Nanopore PromethION	98.94	0.64	3	3	3	3	2	3_large	2	1	Plasmid	plasmid	False	True	
GCF_038723655.1	Burkholderia arboris	Burkholderia	PN-1	Burkholderia	8478060	67	3	3651544;3471056;1355460	3651544	3471056	1355460	Illumina HiSeq; PacBio Sequel	99.86	0.48	3	3	3	3	3	3_large	3	0	Chromosome	2	True	True	
GCF_038782865.1	Burkholderia ambifaria	Burkholderia	CF3	Burkholderia	7573820	66.5	3	4682183;2651331;240306	4682183	2651331	240306	PacBio Sequel; Illumina NovaSeq	99.99		3	3	2	2	2	2_large	2	1	Plasmid	plas1	True	True	
GCF_038983115.1	Burkholderia pseudomallei	Burkholderia	SCBP007	Burkholderia	7163158	68	2	3964337;3198821	3964337	3198821	0	Complete Genomics	99.36	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_038983225.1	Burkholderia pseudomallei	Burkholderia	SCBP001	Burkholderia	7163721	68	2	3964321;3199400	3964321	3199400	0	Complete Genomics	99.36	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_039621805.1	Paraburkholderia sp. PREW-6R	Paraburkholderia		Paraburkholderia	7009858	62.5	4	3453605;2121176;1091221;343856	3453605	2121176	1091221	Illumina NovaSeq; PacBio Sequel	99.72	0.22	4	4	4	3	3	4+_large	2	2	Plasmid	unnamed1	False	True	
GCF_039728355.1	Burkholderia cenocepacia	Burkholderia	TY921	Burkholderia	8270568	66.5	5	3780142;3225523;1017452;159028;88423	3780142	3225523	1017452	Oxford Nanopore; BGI	98.62	1.78	5	3	3	3	3	3_large	3	2	Chromosome	3	True	True	
GCF_039848545.1	Burkholderia stagnalis	Burkholderia	YJ-2	Burkholderia	7705355	67.5	3	3664175;3167812;873368	3664175	3167812	873368	PacBio	99.89	0.77	3	3	3	3	2	3_large	1	2	Plasmid	plas2	False	True	
GCF_039852015.1	Robbsia sp. KACC 23696	Robbsia	KACC 23696	Robbsia	6320538	61.5	3	3518780;1581533;1220225	3518780	1581533	1220225	Illumina NovaSeq; PacBio Sequel	92.13	0.82	3	3	3	3	3	3_large	3	0	Chromosome	Ch3	True	False	completeness<95
GCF_040215475.1	Burkholderia contaminans	Burkholderia	UnB1430	Burkholderia	8416198	66.5	3	3637183;3249807;1529208	3637183	3249807	1529208	Oxford Nanopore PromethION	100	0.09	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_040314805.1	Trinickia caryophylli	Trinickia	ATCC 25418	Trinickia	6589249	64.5	2	4294889;2294360	4294889	2294360	0	PacBio Sequel; Illumina NovaSeq	99.68	0.51	2	2	2	2	2	2_large	2	0			True	True	
GCF_040361905.1	Paraburkholderia terrae	Paraburkholderia	KU-46	Paraburkholderia	10833180	62	5	3660500;3017103;2148366;1161355;845856	3660500	3017103	2148366	PacBio SequelIIe	99.94	1.58	5	5	5	5	4	4+_large	5	0	Chromosome	3	True	True	
GCF_040735455.1	Burkholderia semiarida	Burkholderia	HNBS001	Burkholderia	7581782	67	4	3533168;2809008;1062595;177011	3533168	2809008	1062595	PacBio; Illumina	99.89	0.73	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_040761425.1	Burkholderia sp. Ed8	Burkholderia	Ed8	Burkholderia	8481333	66.5	5	3809753;3048481;1094235;267232;261632	3809753	3048481	1094235	Oxford Nanopore MinION	99.88	0.33	5	5	3	3	3	3_large	2	3	Plasmid	unnamed3	False	True	
GCF_041070875.1	Burkholderia cepacia	Burkholderia	JK6	Burkholderia	8104269	67	3	3600495;3307321;1196453	3600495	3307321	1196453	PacBio Sequel; Illumina NovaSeq	99.37	1.21	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_041205585.2	Burkholderia cenocepacia	Burkholderia	GIMC4612:Bcn34P14	Burkholderia	7380693	67	4	3538567;3164445;608063;69618	3538567	3164445	608063	Illumina; Oxford Nanopore GridION	96.81	1.92	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_042604585.1	Burkholderia gladioli	Burkholderia	BCC1697	Burkholderia	8123711	68	2	4159160;3964551	4159160	3964551	0	Illumina HiSeq; PacBio RSII	99.86	1.96	2	2	2	2	2	2_large	2	0			True	True	
GCF_042604595.1	Burkholderia gladioli	Burkholderia	BCC0238	Burkholderia	8643150	68	4	4218485;4046521;189442;188702	4218485	4046521	189442	PacBio RSII	100	3.04	4	2	2	2	2	2_large	2	2	Plasmid	BCC0238_unnamed2	True	True	
GCF_043193125.1	Burkholderia ambifaria	Burkholderia	BCC0191	Burkholderia	7624201	66.5	3	3564602;2949100;1110499	3564602	2949100	1110499	Illumina HiSeq; Oxford Nanopore MinION	100	0.43	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_044057485.1	Burkholderia contaminans	Burkholderia	PCR-C_Y9	Burkholderia	8701806	66	5	3612598;3246353;1531168;239984;71703	3612598	3246353	1531168	Oxford Nanopore	100	0.09	5	4	3	3	3	3_large	3	2	Chromosome	1	True	True	
GCF_044501195.1	Burkholderia anthina	Burkholderia	LMG 22950	Burkholderia	8619681	66.5	4	3704100;3316690;1465948;132943	3704100	3316690	1465948	Oxford Nanopore MinION	99.91	1.13	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_045345775.1	Burkholderia semiarida	Burkholderia	SYBS718	Burkholderia	7610422	67	4	3559746;2799897;1087154;163625	3559746	2799897	1087154	PacBio Sequel; Illumina HiSeq	99.89	0.45	4	3	3	3	3	3_large	2	2	Plasmid	p1	False	True	
GCF_045348565.1	Paraburkholderia fungorum	Paraburkholderia	zafu-N9	Paraburkholderia	9651458	61.5	4	5249169;3633723;403533;365033	5249169	3633723	403533	Illumina; PacBio Sequel	99.5	1.27	4	4	4	2	2	4+_large	2	2	Plasmid	unnamed1	False	True	
GCF_045862465.1	Burkholderia gladioli pv. gladioli	Burkholderia	MAFF 302385	Burkholderia	8664973	67.5	4	4563288;3800749;180710;120226	4563288	3800749	180710	PacBio RS II	98.58	2.28	4	2	2	2	2	2_large	2	2	Plasmid	pBGLAD1	True	True	
GCF_045925845.1	Burkholderia pyrrocinia	Burkholderia	DLL-114	Burkholderia	8357852	66	5	3687230;3026459;1014137;362812;267214	3687230	3026459	1014137	Illumina; PacBio	100	0.17	5	5	4	3	3	4+_large	3	2	Chromosome	3	False	True	
GCF_046773525.1	Burkholderia cepacia	Burkholderia	zafu-111	Burkholderia	8245772	66.5	3	3764863;3418465;1062444	3764863	3418465	1062444	Illumina	99.32	2.06	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_047127275.1	Burkholderia lata	Burkholderia	JAB02	Burkholderia	8790866	66.5	4	3731061;3418796;1354427;286582	3731061	3418796	1354427	Illumina NextSeq; Oxford Nanopore	99.57		4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_047325075.1	Paraburkholderia phenoliruptrix	Paraburkholderia	CT11-68	Paraburkholderia	6797873	63.5	2	4115846;2682027	4115846	2682027	0	Illumina NextSeq, Oxford Nanopore MinION	99.5	0.52	2	2	2	2	2	2_large	2	0			True	True	
GCF_047497155.1	Burkholderia sp. 22PA0106	Burkholderia	22PA0106	Burkholderia	7748036	66.5	2	4330113;3417923	4330113	3417923	0	Oxford Nanopore MinION	99.27	1.03	2	2	2	2	2	2_large	2	0			True	True	
GCF_047497165.1	Burkholderia sp. 22PA0099	Burkholderia	22PA0099	Burkholderia	7730252	66.5	2	4232728;3497524	4232728	3497524	0	Oxford Nanopore MinION	99.21	1.36	2	2	2	2	2	2_large	2	0			True	True	
GCF_047902435.1	Burkholderia cepacia	Burkholderia	L303	Burkholderia	8751342	66.5	4	3790643;3375692;1411079;173928	3790643	3375692	1411079	PacBio	99.35	3.11	4	3	3	3	3	3_large	1	3	Plasmid	unnamed2	False	True	
GCF_048565175.1	Burkholderia gladioli	Burkholderia	BG-GF5	Burkholderia	8219190	68	2	4218311;4000879	4218311	4000879	0	Illumina	100	1.98	2	2	2	2	2	2_large	2	0			True	True	
GCF_048565265.1	Burkholderia theae	Burkholderia	XITOU	Burkholderia	8536486	66.5	3	3718748;3438352;1379386	3718748	3438352	1379386	Illumina MiSeq; Oxford Nanopore GridION	99.79	1.79	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_048627025.1	Burkholderia aenigmatica	Burkholderia	ST2120	Burkholderia	8909914	65.5	9	3646165;3399615;1194331;321572;161663;107656;52076;24833;2003	3646165	3399615	1194331	Oxford Nanopore PromethION	99.15	2.43	9	4	4	3	3	4+_large	3	6	Chromosome	2	False	True	
GCF_048688115.1	Burkholderia thailandensis	Burkholderia	HNBT001	Burkholderia	6788923	67.5	2	3929948;2858975	3929948	2858975	0	Illumina; PacBio	99.91	1.76	2	2	2	2	2	2_large	2	0			True	True	
GCF_048917655.1	Burkholderia gladioli	Burkholderia	HG_5	Burkholderia	8231303	68	4	4163677;3834485;178373;54768	4163677	3834485	178373	Oxford Nanopore MinION	99.54	2.51	4	2	2	2	2	2_large	2	2	Plasmid	pHG_5-178	True	True	
GCF_048917665.1	Burkholderia gladioli	Burkholderia	HG_4	Burkholderia	8231748	68	4	4163896;3834690;178381;54781	4163896	3834690	178381	Oxford Nanopore MinION	91.1	2.09	4	2	2	2	2	2_large	2	2	Plasmid	pHG_4-178	True	False	completeness<95
GCF_048917685.1	Burkholderia gladioli	Burkholderia	HG_2	Burkholderia	8231327	68	4	4163675;3834513;178372;54767	4163675	3834513	178372	Oxford Nanopore MinION	99.27	2.51	4	2	2	2	2	2_large	2	2	Plasmid	pHG_2-178	True	True	
GCF_049177125.1	Paraburkholderia sp. DD10	Paraburkholderia	DD10	Paraburkholderia	7684915	63.5	3	4077509;3394556;212850	4077509	3394556	212850	Oxford Nanopore	99.85	1.81	3	3	2	2	2	2_large	2	1	Plasmid	plasmid	True	True	
GCF_049487195.1	Burkholderia sp. NLJ2	Burkholderia	NLJ2	Burkholderia	8161153	66.5	3	3615827;3268913;1276413	3615827	3268913	1276413	PacBio Sequel	99.57	0.56	3	3	3	3	3	3_large	3	0	Chromosome	2	True	True	
GCF_049913365.1	Burkholderia ambifaria	Burkholderia	R-30	Burkholderia	7467149	66.5	3	3535213;2774643;1157293	3535213	2774643	1157293	Illumina HiSeq; Oxford Nanopore GridION	99.79	0.21	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_049942845.1	Burkholderia sp. R-40	Burkholderia	R-40	Burkholderia	7484842	66.5	3	3524452;2805731;1154659	3524452	2805731	1154659	Illumina HiSeq; Oxford Nanopore MinION	100	0.21	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_050320195.1	Burkholderia pseudomallei	Burkholderia	490f	Burkholderia	7472557	68	2	4015981;3456576	4015981	3456576	0	Illumina NextSeq; Oxford Nanopore GridION	99.32	5.67	2	2	2	2	2	2_large	2	0			True	False	contamination>5
GCF_050430075.1	Robbsia andropogonis	Robbsia	FG-1	Robbsia	6011680	59	8	3612886;1112911;557219;178005;153059;138375;130044;129181	3612886	1112911	557219	Illumina; Nanopore	92.02	0.82	8	3	3	3	2	3_large	3	5	Chromosome	3	True	False	completeness<95
GCF_050500075.1	Paraburkholderia tropica	Paraburkholderia	FMD144	Paraburkholderia	8696763	64.5	5	3382895;1952731;1644569;1524649;191919	3382895	1952731	1644569	Oxford Nanopore GridION; Illumina NovaSeq	99.23	0.45	5	4	4	4	4	4+_large	5	0	Chromosome	3	False	True	
GCF_050613125.1	Burkholderia gladioli	Burkholderia	ZBSF BH07	Burkholderia	8558021	68	3	4217528;4049529;290964	4217528	4049529	290964	PacBio	100	2.24	3	3	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_050613135.1	Burkholderia cepacia	Burkholderia	R7-5	Burkholderia	8235260	67	3	3636339;3325566;1273355	3636339	3325566	1273355	Oxford Nanopore	99.67	2.38	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_050627075.1	Paraburkholderia fungorum	Paraburkholderia	25c37	Paraburkholderia	9322396	61.5	4	4729159;3508438;647572;437227	4729159	3508438	647572	PacBio Sequel	99.5	1.29	4	4	4	3	2	4+_large	3	1	Chromosome	3	False	True	
GCF_050627395.1	Paraburkholderia fungorum	Paraburkholderia	18a25	Paraburkholderia	9322411	61.5	4	4729161;3508453;647572;437225	4729161	3508453	647572	PacBio Sequel	99.94	1.29	4	4	4	3	2	4+_large	3	1	Chromosome	3	False	True	
GCF_050632305.1	Burkholderia contaminans	Burkholderia	P1	Burkholderia	8133029	67	4	3611118;3146357;1249564;125990	3611118	3146357	1249564	PacBio Sequel	98.3	0.56	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_050632315.1	Burkholderia contaminans	Burkholderia	P5	Burkholderia	8131868	67	4	3611832;3146363;1249208;124465	3611832	3146363	1249208	PacBio Sequel	98.61	0.56	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_050632325.1	Burkholderia cepacia	Burkholderia	P7	Burkholderia	8380083	67	3	3756401;3391474;1232208	3756401	3391474	1232208	PacBio Sequel	99.1	1.37	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_050632335.1	Burkholderia contaminans	Burkholderia	P2	Burkholderia	8133726	67	4	3611822;3146358;1249557;125989	3611822	3146358	1249557	PacBio Sequel	98.9	0.56	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_050632345.1	Burkholderia contaminans	Burkholderia	P6	Burkholderia	8131953	67	4	3611841;3146071;1249576;124465	3611841	3146071	1249576	PacBio Sequel	99.36	0.56	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_050632355.1	Burkholderia cepacia	Burkholderia	P3	Burkholderia	8544351	66.5	3	3636668;3452404;1455279	3636668	3452404	1455279	PacBio Sequel	99.22	1.89	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_050813845.1	Burkholderia sp. F1	Burkholderia	F1	Burkholderia	8392102	67	3	4012682;3569160;810260	4012682	3569160	810260	Oxford Nanopore MinION; Illumina MiSeq	99.74	1.54	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_050858985.1	Burkholderia sp. M6-3	Burkholderia	M6-3	Burkholderia	8155157	61.5	4	3921720;3340423;531418;361596	3921720	3340423	531418	Oxford Nanopore	99.57	0.19	4	4	4	3	2	4+_large	2	2	Plasmid	p3	False	True	
GCF_050920555.1	Burkholderia gladioli pv. alliicola	Burkholderia	strain 7648	Burkholderia	8400513	68	3	4316582;3916618;167313	4316582	3916618	167313	Illumina HiSeq; PacBio Sequel	99.86	2.52	3	2	2	2	2	2_large	2	1	Plasmid	unnamed1	True	True	
GCF_050955445.1	Paraburkholderia sp. RHO2	Paraburkholderia	RHO2	Paraburkholderia	6032508	68.5	3	5409342;615672;7494	5409342	615672	7494	PacBio	63.28	11.31	3	2	2	2	1	2_large	1	2	Plasmid	unnamed2	False	False	completeness<95
GCF_050990585.1	Paraburkholderia phenoliruptrix	Paraburkholderia	PAR2	Paraburkholderia	6451923	64	2	3767830;2684093	3767830	2684093	0	PacBio	99.94	0.45	2	2	2	2	2	2_large	2	0			True	True	
GCF_050990595.1	Paraburkholderia sacchari	Paraburkholderia	PAR1	Paraburkholderia	8053473	64	5	3204364;2350248;1064117;1028322;406422	3204364	2350248	1064117	PacBio	99.1	0.69	5	5	5	4	4	4+_large	4	1	Chromosome	3	False	True	
GCF_051027425.1	Paraburkholderia caffeinilytica	Paraburkholderia	wqa52	Paraburkholderia	8315257	61.5	3	4560583;3705942;48732	4560583	3705942	48732	PacBio	99.94	0.25	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_051124805.1	Paraburkholderia sp. A3RO-2L	Paraburkholderia	A3RO-2L	Paraburkholderia	8564644	64	8	3235930;2201119;1142246;876996;611493;385804;90691;20365	3235930	2201119	1142246	Illumina MiniSeq; Oxford Nanopore MinION	98.96	4.76	8	6	6	5	3	4+_large	5	3	Chromosome	3	False	True	
GCF_051125205.1	Paraburkholderia sp. A1BS-2L	Paraburkholderia	A1BS-2L	Paraburkholderia	7917054	64	6	3243926;2151576;1164524;878557;383350;95121	3243926	2151576	1164524	Illumina MiniSeq; Oxford Nanopore MinION	98.96	0.54	6	5	5	4	3	4+_large	4	2	Chromosome	3	False	True	
GCF_051125215.1	Paraburkholderia sp. A3BS-1L	Paraburkholderia	A3BS-1L	Paraburkholderia	8570583	64	6	3315905;2177893;1262688;1038708;755024;20365	3315905	2177893	1262688	Illumina MiniSeq; Oxford Nanopore MinION	98.96	0.91	6	5	5	5	4	4+_large	5	1	Chromosome	3	True	True	
GCF_051125545.1	Paraburkholderia sp. A2RO-4L	Paraburkholderia	A2RO-4L	Paraburkholderia	8568209	64	8	3299055;2154813;1162407;876996;619140;384638;62148;9012	3299055	2154813	1162407	Illumina MiniSeq; Oxford Nanopore MinION	98.96	4.76	8	6	6	5	3	4+_large	5	3	Chromosome	3	False	True	
GCF_051355645.1	Burkholderia lata	Burkholderia	DSM 23089	Burkholderia	8684896	66.5	3	3694126;3595701;1395069	3694126	3595701	1395069	Illumina NovaSeq; Oxford Nanopore	99.49	0.09	3	3	3	3	3	3_large	3	0	Chromosome	2	True	True	
GCF_051560065.1	Burkholderia pseudomallei	Burkholderia	TSV268_S	Burkholderia	7224456	68	2	4021247;3203209	4021247	3203209	0	Complete Genomics	99.09	1.09	2	2	2	2	2	2_large	2	0			True	True	
GCF_051560085.1	Burkholderia pseudomallei	Burkholderia	TSV270_S	Burkholderia	7183693	68	2	3971785;3211908	3971785	3211908	0	Complete Genomics	98.87	0.98	2	2	2	2	2	2_large	2	0			True	True	
GCF_051560105.1	Burkholderia pseudomallei	Burkholderia	TSV287_S	Burkholderia	7337113	68	2	4052639;3284474	4052639	3284474	0	Complete Genomics	98.76	1.32	2	2	2	2	2	2_large	2	0			True	True	
GCF_051560125.1	Burkholderia pseudomallei	Burkholderia	TSV140_S	Burkholderia	7362880	68	3	4045573;3288499;28808	4045573	3288499	28808	Complete Genomics	99.19	1.57	3	2	2	2	2	2_large	2	1	Plasmid	unnamed1	True	True	
GCF_051560145.1	Burkholderia pseudomallei	Burkholderia	TSV82_R	Burkholderia	7313889	68	2	4024493;3289396	4024493	3289396	0	Complete Genomics	98.97	1.05	2	2	2	2	2	2_large	2	0			True	True	
GCF_051615025.1	Caballeronia sp. DA-9	Caballeronia	DA-9	Caballeronia	7703284	59.5	5	3704918;2175802;1389204;218840;214520	3704918	2175802	1389204	PacBio; Illumina NovaSeq	99.94	1.06	5	5	3	3	3	3_large	3	2	Chromosome	1	True	True	
GCF_052222725.1	Burkholderia gladioli	Burkholderia	YNK-FB0053	Burkholderia	8148635	68	2	4234222;3914413	4234222	3914413	0	Illumina; PacBio	99.86	2.41	2	2	2	2	2	2_large	2	0			True	True	
GCF_052854005.1	Burkholderia pseudomallei	Burkholderia	Bp30	Burkholderia	7301610	68	2	4058535;3243075	4058535	3243075	0	Oxford Nanopore; Illumina	99.38	1.27	2	2	2	2	2	2_large	2	0			True	True	
GCF_052854015.1	Burkholderia pseudomallei	Burkholderia	Bp29	Burkholderia	7337715	68	2	4142467;3195248	4142467	3195248	0	Oxford Nanopore; Illumina	99.31	1.2	2	2	2	2	2	2_large	2	0			True	True	
GCF_052854305.1	Burkholderia pseudomallei	Burkholderia	Bp26	Burkholderia	7337923	68	3	4063971;3142130;131822	4063971	3142130	131822	Oxford Nanopore; Illumina	99.05	1.41	3	2	2	2	2	2_large	2	1	Plasmid	pBP26	True	True	
GCF_052854315.1	Burkholderia pseudomallei	Burkholderia	Bp27	Burkholderia	7456996	68	2	4263701;3193295	4263701	3193295	0	Oxford Nanopore; Illumina	99.05	1.09	2	2	2	2	2	2_large	2	0			True	True	
GCF_052854605.1	Burkholderia pseudomallei	Burkholderia	Bp25	Burkholderia	7226306	68	2	4051624;3174682	4051624	3174682	0	Oxford Nanopore; Illumina	99.15	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_052854615.1	Burkholderia pseudomallei	Burkholderia	Bp24	Burkholderia	7226221	68	2	4051444;3174777	4051444	3174777	0	Oxford Nanopore; Illumina	99.15	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_052854885.1	Burkholderia pseudomallei	Burkholderia	Bp23	Burkholderia	7300111	68	2	4087561;3212550	4087561	3212550	0	Oxford Nanopore; Illumina	99.15	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_052854895.1	Burkholderia pseudomallei	Burkholderia	Bp22	Burkholderia	7072286	68	2	3971349;3100937	3971349	3100937	0	Oxford Nanopore; Illumina	98.92	0.87	2	2	2	2	2	2_large	2	0			True	True	
GCF_052855305.1	Burkholderia pseudomallei	Burkholderia	Bp19	Burkholderia	7283335	68	2	4088868;3194467	4088868	3194467	0	Oxford Nanopore; Illumina	99.2	1.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_052855315.1	Burkholderia pseudomallei	Burkholderia	Bp18	Burkholderia	7246324	68	2	4051722;3194602	4051722	3194602	0	Oxford Nanopore; Illumina	99.2	1.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_052855605.1	Burkholderia pseudomallei	Burkholderia	Bp17	Burkholderia	7185644	68	2	4038557;3147087	4038557	3147087	0	Oxford Nanopore; Illumina	99.1	1.22	2	2	2	2	2	2_large	2	0			True	True	
GCF_052855615.1	Burkholderia pseudomallei	Burkholderia	Bp16	Burkholderia	7131998	68	2	4007748;3124250	4007748	3124250	0	Oxford Nanopore; Illumina	98.87	0.91	2	2	2	2	2	2_large	2	0			True	True	
GCF_052855985.1	Burkholderia pseudomallei	Burkholderia	Bp15	Burkholderia	7130256	68	2	4007637;3122619	4007637	3122619	0	Oxford Nanopore; Illumina	98.87	0.86	2	2	2	2	2	2_large	2	0			True	True	
GCF_052856205.1	Burkholderia pseudomallei	Burkholderia	Bp14	Burkholderia	7024618	68.5	2	3906615;3118003	3906615	3118003	0	Oxford Nanopore; Illumina	98.81	0.97	2	2	2	2	2	2_large	2	0			True	True	
GCF_052857015.1	Burkholderia pseudomallei	Burkholderia	Bp13	Burkholderia	7072326	68.5	2	3951380;3120946	3951380	3120946	0	Oxford Nanopore; Illumina	99.03	0.97	2	2	2	2	2	2_large	2	0			True	True	
GCF_052857225.1	Burkholderia pseudomallei	Burkholderia	Bp11	Burkholderia	7147827	68	2	3976171;3171656	3976171	3171656	0	Oxford Nanopore; Illumina	99.02	1.05	2	2	2	2	2	2_large	2	0			True	True	
GCF_052857935.1	Burkholderia pseudomallei	Burkholderia	Bp06	Burkholderia	7159108	68	2	4009207;3149901	4009207	3149901	0	Oxford Nanopore; Illumina	98.92	0.92	2	2	2	2	2	2_large	2	0			True	True	
GCF_052858145.1	Burkholderia pseudomallei	Burkholderia	Bp05	Burkholderia	7230632	68	2	4080232;3150400	4080232	3150400	0	Oxford Nanopore; Illumina	98.92	1	2	2	2	2	2	2_large	2	0			True	True	
GCF_052858685.1	Burkholderia pseudomallei	Burkholderia	Bp02	Burkholderia	7275229	68	2	4091997;3183232	4091997	3183232	0	Oxford Nanopore; Illumina	99.35	0.97	2	2	2	2	2	2_large	2	0			True	True	
GCF_052858755.1	Burkholderia pseudomallei	Burkholderia	Bp01	Burkholderia	7206361	68	2	4092017;3114344	4092017	3114344	0	Oxford Nanopore; Illumina	99.35	0.91	2	2	2	2	2	2_large	2	0			True	True	
GCF_053038975.1	Burkholderia sola	Burkholderia	BC00107	Burkholderia	7610546	67	3	3504123;2862001;1244422	3504123	2862001	1244422	Oxford Nanopore MinION, Illumina NextSeq	100	0.43	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_053153985.1	Burkholderia vietnamiensis	Burkholderia	HNBV001	Burkholderia	7087161	67	4	3292540;2366034;1060975;367612	3292540	2366034	1060975	Illumina; PacBio	100	0.43	4	4	4	3	3	4+_large	3	1	Chromosome	BV001C3	False	True	
GCF_053209605.1	Burkholderia sola	Burkholderia	BC00106	Burkholderia	7608365	67	3	3503982;2859967;1244416	3503982	2859967	1244416	Oxford Nanopore MinION, Illumina NextSeq	99.79	0.43	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_053348855.1	Burkholderia metallica	Burkholderia	NN518	Burkholderia	7767695	67	4	3580165;2960641;978336;248553	3580165	2960641	978336	PacBio	100		4	4	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_053470105.1	Burkholderia gladioli	Burkholderia	ZJ-SD	Burkholderia	8358073	68	3	4292444;3913691;151938	4292444	3913691	151938	Illumina; Oxford Nanopore	99.81	2.41	3	2	2	2	2	2_large	2	1	Plasmid	plasmid	True	True	
GCF_053470145.1	Burkholderia gladioli	Burkholderia	ZJ-MD	Burkholderia	8357995	68	3	4292446;3913611;151938	4292446	3913611	151938	Illumina; Oxford Nanopore	99.86	2.41	3	2	2	2	2	2_large	2	1	Plasmid	plasmid	True	True	
GCF_053760385.1	Caballeronia sp. KNU42	Caballeronia	KNU42	Caballeronia	9270113	60	4	4237236;2718970;2004775;309132	4237236	2718970	2004775	Oxford Nanopore	99.45	0.48	4	4	4	3	3	4+_large	3	1	Chromosome	3	False	True	
